nb_loan_number,nb_original_balance,nb_original_fico,nb_debt_ratio,nb_original_rate,nb_original_ltv,nb_original_cltv,nb_unit_count,nb_original_term,nb_io_term,nb_origination_date,nb_maturity_date,nb_purpose_code,nb_occupancy_code,nb_documentation_type_code,nb_property_type_code,nb_property_zip_code
196,76000,574,NULL,NULL,73.79,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,33801
197,150000,623,NULL,NULL,75,0,1,360,NULL,12/1/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,33161
198,324000,663,NULL,NULL,80,100,1,360,NULL,11/30/04,12/1/34,Purchase,Owner,LimitedDocs,PUD,33414
199,196650,595,NULL,NULL,95,0,1,360,NULL,6/22/04,7/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,20744
200,315000,634,NULL,NULL,90,0,1,360,NULL,6/28/04,7/1/34,Purchase,Second,LimitedDocs,SingleFamily,21401
201,182320,621,NULL,NULL,80,100,1,360,NULL,7/20/04,8/1/34,Purchase,Owner,AllDocs,SingleFamily,22603
202,128000,593,NULL,NULL,84.77,0,1,360,NULL,8/3/04,8/1/34,RefiWithCash,Owner,AllDocs,Condo,20110
203,224000,509,NULL,NULL,80.58,0,1,360,NULL,8/13/04,9/1/34,Refi,Owner,AllDocs,SingleFamily,20707
204,112200,663,NULL,NULL,85,0,1,360,NULL,9/22/04,10/1/34,RefiWithCash,NotOwner,AllDocs,SingleFamily,22960
205,100000,649,NULL,NULL,62.5,91.25,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,23608
206,86670,678,NULL,NULL,90,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,NotOwner,AllDocs,SingleFamily,23661
207,75650,569,NULL,NULL,85,0,1,360,NULL,11/15/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,23224
208,197750,584,NULL,NULL,70,0,1,360,NULL,11/9/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,23321
209,208000,535,NULL,NULL,80,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,PUD,20886
210,55250,552,NULL,NULL,85,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,24016
211,106500,571,NULL,NULL,75,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,23464
212,149600,654,NULL,NULL,80,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,PUD,18301
213,188100,534,NULL,NULL,95,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,23323
214,146000,672,NULL,NULL,71.22,0,1,360,NULL,11/19/04,12/1/34,RefiWithCash,NotOwner,AllDocs,SingleFamily,20744
215,92800,546,NULL,NULL,80,0,1,360,NULL,11/15/04,12/1/34,RefiWithCash,NotOwner,AllDocs,SingleFamily,23325
216,202360,638,NULL,NULL,80,100,1,360,60,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,24153
217,139500,506,NULL,NULL,69.75,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,22630
218,177000,601,NULL,NULL,73.75,0,1,360,60,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,22407
219,180000,615,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,22601
220,78850,611,NULL,NULL,95,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,23502
221,124000,615,NULL,NULL,80,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,Condo,20109
222,113900,556,NULL,NULL,85,0,1,360,NULL,12/21/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,23605
223,207000,729,NULL,NULL,90,0,1,360,NULL,11/23/04,12/1/34,Purchase,NotOwner,LimitedDocs,PUD,20175
224,52500,567,NULL,NULL,70,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,23141
225,306400,681,NULL,NULL,80,100,1,360,60,11/30/04,12/1/34,Purchase,Owner,AllDocs,Condo,20850
226,79200,612,NULL,NULL,90,0,1,360,NULL,12/10/04,1/1/35,RefiWithCash,Owner,AllDocs,SingleFamily,24416
227,77000,512,NULL,NULL,61.6,0,1,360,NULL,9/14/04,10/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,60624
228,58500,592,NULL,NULL,90,0,1,360,NULL,7/23/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,46409
229,63000,593,NULL,NULL,90,0,1,360,NULL,7/16/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,63740
230,58500,683,NULL,NULL,90,0,1,360,NULL,8/3/04,8/1/34,Purchase,NotOwner,LimitedDocs,SingleFamily,46613
231,62400,608,NULL,NULL,80,100,1,360,NULL,8/27/04,9/1/34,Purchase,Owner,AllDocs,SingleFamily,62951
232,82800,687,NULL,NULL,90,0,2,360,NULL,8/31/04,9/1/34,RefiWithCash,NotOwner,AllDocs,Multi,46408
233,64000,608,NULL,NULL,80,100,1,360,NULL,8/12/04,9/1/34,Purchase,Owner,AllDocs,SingleFamily,46807
234,80000,577,NULL,NULL,61.54,0,1,360,NULL,9/15/04,10/1/34,RefiWithCash,Owner,AllDocs,Condo,60194
235,61750,754,NULL,NULL,95,0,1,360,NULL,9/30/04,10/1/34,Purchase,NotOwner,AllDocs,SingleFamily,60411
236,114000,632,NULL,NULL,95,0,1,360,NULL,9/29/04,10/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,61821
237,68500,572,NULL,NULL,88.96,0,1,360,NULL,9/29/04,10/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,61604
238,126000,580,NULL,NULL,90,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,60429
239,52000,516,NULL,NULL,80,0,1,360,NULL,10/20/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,62203
240,79688,548,NULL,NULL,45.67,0,1,360,NULL,11/3/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,60649
241,104000,584,NULL,NULL,80,0,2,360,NULL,11/1/04,11/1/34,RefiWithCash,NotOwner,AllDocs,Multi,60619
242,132796,506,NULL,NULL,80,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,63379
243,190000,623,NULL,NULL,95,0,1,360,NULL,12/1/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,46391
244,156750,718,NULL,NULL,95,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,64130
245,209000,692,NULL,NULL,95,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,Condo,60074
246,104000,677,NULL,NULL,77.04,96.3,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,64068
247,167750,617,NULL,NULL,52.79,0,1,360,NULL,12/3/04,1/1/35,Purchase,Owner,LimitedDocs,SingleFamily,60148
248,114400,527,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,66062
249,122250,660,NULL,NULL,75,0,1,360,NULL,1/1/04,1/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,76201
250,121600,613,NULL,NULL,80,0,1,360,NULL,6/15/04,7/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,77706
251,63600,537,NULL,NULL,80,0,1,360,NULL,6/11/04,7/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,76111
252,100000,603,NULL,NULL,76.34,0,1,360,NULL,7/30/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75232
253,200000,542,NULL,NULL,80,0,1,360,NULL,7/21/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,78355
254,243750,540,NULL,NULL,75,0,1,360,NULL,7/21/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,76034
255,54400,566,NULL,NULL,80,0,1,180,NULL,6/28/04,7/1/19,RefiWithCash,Owner,AllDocs,SingleFamily,76111
256,88800,588,NULL,NULL,80,0,1,360,NULL,7/28/04,8/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,75208
257,80000,556,NULL,NULL,80,0,1,360,NULL,8/1/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,77449
258,72000,524,NULL,NULL,80,0,1,360,NULL,8/10/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75159
259,70400,558,NULL,NULL,80,0,1,360,NULL,7/26/04,8/1/34,RefiWithCash,NotOwner,LimitedDocs,SingleFamily,76016
260,62400,558,NULL,NULL,80,0,1,360,NULL,8/9/04,9/1/34,RefiWithCash,NotOwner,LimitedDocs,SingleFamily,76015
261,104000,671,NULL,NULL,80,0,1,360,NULL,7/26/04,8/1/34,RefiWithCash,Owner,NoDocs,SingleFamily,78745
262,137000,632,NULL,NULL,78.74,0,1,360,NULL,7/31/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,76002
263,52000,505,NULL,NULL,80,0,1,360,NULL,8/10/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75217
264,64800,519,NULL,NULL,80,0,1,360,NULL,8/16/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,79925
265,122400,529,NULL,NULL,80,0,1,360,NULL,8/17/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75040
266,87600,544,NULL,NULL,80,0,1,360,NULL,8/30/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75115
267,72000,538,NULL,NULL,80,0,1,360,NULL,10/5/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,76112
268,102400,521,NULL,NULL,80,0,1,360,NULL,9/30/04,10/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75006
269,90000,NULL,NULL,NULL,75,0,1,360,NULL,11/1/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75217
270,184000,595,NULL,NULL,80,0,1,360,NULL,11/8/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,76226
271,117800,583,NULL,NULL,95,0,1,360,NULL,10/29/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,48205
272,168800,513,NULL,NULL,73.71,0,1,360,NULL,11/9/04,12/1/34,Refi,Owner,LimitedDocs,PUD,75035
273,110400,508,NULL,NULL,80,0,1,360,NULL,11/3/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75149
274,240000,688,NULL,NULL,80,0,1,360,NULL,11/17/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,76462
275,116000,588,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75109
276,130800,513,NULL,NULL,80,0,1,360,NULL,11/19/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75007
277,82000,606,NULL,NULL,77.36,0,1,360,NULL,11/12/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,75043
278,143935,623,NULL,NULL,80,95,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,LimitedDocs,PUD,75126
279,140000,515,NULL,NULL,80,0,1,360,NULL,11/1/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,75214
280,126750,564,NULL,NULL,75,0,1,360,NULL,12/6/04,1/1/35,Refi,Owner,AllDocs,SingleFamily,75002
281,179600,629,NULL,NULL,80,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,76058
282,123920,694,NULL,NULL,80,90,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,75069
283,152000,642,NULL,NULL,80,100,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,46310
284,158000,622,NULL,NULL,79,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,Condo,33027
285,108750,584,NULL,NULL,75,0,1,360,NULL,12/3/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,76050
286,195000,686,NULL,NULL,79.52,0,1,360,NULL,11/24/04,12/1/34,Purchase,Owner,NoDocs,PUD,75034
287,82000,549,NULL,NULL,80,0,1,360,NULL,8/9/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,53218
288,104550,582,NULL,NULL,85,0,1,360,NULL,10/6/04,11/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,56560
289,261000,590,NULL,NULL,90,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,52211
290,101600,612,NULL,NULL,80,100,1,360,NULL,11/15/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,53218
291,94000,641,NULL,NULL,80,100,1,360,NULL,11/26/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,53083
292,116000,523,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,54971
293,216800,620,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,55119
294,246500,524,NULL,NULL,85,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,55443
295,198000,652,NULL,NULL,77.65,97.06,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,53090
296,88500,608,NULL,NULL,75,0,1,360,NULL,11/16/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,56093
297,124800,534,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,56132
298,174300,657,NULL,NULL,89.85,0,1,360,NULL,11/18/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,55411
299,209950,514,NULL,NULL,95,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,55433
300,186400,671,NULL,NULL,80,0,1,360,NULL,11/17/04,12/1/34,RefiWithCash,NotOwner,LimitedDocs,SingleFamily,55372
301,155000,583,NULL,NULL,70.45,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,55410
302,91000,600,NULL,NULL,70,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,54639
303,266250,563,NULL,NULL,75,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,55407
304,134400,590,NULL,NULL,70,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,53098
305,148000,655,NULL,NULL,78.31,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,55044
306,99995,580,NULL,NULL,61.73,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,55076
307,138400,509,NULL,NULL,80,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,53128
308,165000,520,NULL,NULL,72.69,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,55308
309,105000,531,NULL,NULL,73.68,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,54915
310,189125,610,NULL,NULL,85,0,1,360,60,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,56385
311,120000,581,NULL,NULL,88.89,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,53168
312,85500,668,NULL,NULL,75,0,1,360,NULL,12/2/04,1/1/35,Purchase,Owner,AllDocs,SingleFamily,53405
313,205000,562,NULL,NULL,63.66,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,53132
314,301000,502,NULL,NULL,70,0,1,360,NULL,12/6/04,1/1/35,RefiWithCash,Owner,LimitedDocs,SingleFamily,55121
315,145350,531,NULL,NULL,95,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,53511
316,152000,541,NULL,NULL,67.56,0,1,360,NULL,7/30/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,47122
317,76500,529,NULL,NULL,90,0,1,360,NULL,8/3/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,45601
318,106000,614,NULL,NULL,80,100,1,360,NULL,8/6/04,8/1/34,Purchase,Owner,AllDocs,SingleFamily,45653
319,68000,596,NULL,NULL,85,0,1,360,NULL,8/31/04,9/1/34,Refi,Owner,AllDocs,SingleFamily,43605
320,152100,672,NULL,NULL,90,0,4,360,NULL,8/26/04,9/1/34,Purchase,NotOwner,LimitedDocs,Multi,45805
321,152100,672,NULL,NULL,90,0,4,360,NULL,8/26/04,9/1/34,Purchase,NotOwner,LimitedDocs,Multi,45801
322,56800,581,NULL,NULL,80,0,1,360,NULL,9/10/04,10/1/34,Purchase,Owner,LimitedDocs,SingleFamily,43219
323,206100,690,NULL,NULL,90,0,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,41008
324,195120,653,NULL,NULL,80,100,1,360,NULL,10/12/04,11/1/34,Purchase,Owner,LimitedDocs,SingleFamily,43143
325,67500,508,NULL,NULL,90,0,1,360,NULL,11/8/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,40211
326,65000,500,NULL,NULL,76.47,0,1,360,NULL,11/8/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,42634
327,165000,625,NULL,NULL,80.49,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,43146
328,51000,601,NULL,NULL,85,0,1,360,NULL,11/16/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,45503
329,171750,538,NULL,NULL,75,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,44813
330,152900,682,NULL,NULL,94.97,0,2,360,NULL,11/24/04,12/1/34,Purchase,NotOwner,AllDocs,Multi,45805
331,104000,547,NULL,NULL,80,0,1,360,NULL,11/18/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,43420
332,190000,626,NULL,NULL,63.33,0,1,360,60,11/17/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,43209
333,76500,NULL,NULL,NULL,90,0,1,360,NULL,11/30/04,12/1/34,Purchase,NotOwner,LimitedDocs,SingleFamily,43228
334,114300,562,NULL,NULL,90,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,45338
335,106200,572,NULL,NULL,89.32,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,45628
336,59850,582,NULL,NULL,95,0,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,45801
337,101500,555,NULL,NULL,71.48,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,44070
338,95200,629,NULL,NULL,80,100,1,360,NULL,11/26/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,44319
339,68000,621,NULL,NULL,80,100,1,360,NULL,11/30/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,43162
340,55500,615,NULL,NULL,75,0,1,360,NULL,12/1/04,1/1/35,RefiWithCash,NotOwner,LimitedDocs,SingleFamily,43207
341,111300,532,NULL,NULL,70,0,1,360,NULL,11/30/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,43701
342,164800,614,NULL,NULL,80,100,1,360,60,7/28/04,8/1/34,Purchase,Owner,AllDocs,SingleFamily,2908
343,186500,670,NULL,NULL,69.07,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,12526
344,95625,600,NULL,NULL,85,0,1,360,NULL,8/23/04,9/1/34,Purchase,NotOwner,LimitedDocs,SingleFamily,6511
345,230400,683,NULL,NULL,90,0,3,360,NULL,8/11/04,9/1/34,RefiWithCash,NotOwner,AllDocs,Multi,12401
346,51000,596,NULL,NULL,85,0,2,180,NULL,11/22/04,12/1/19,Refi,Owner,AllDocs,Multi,14215
347,120250,511,NULL,NULL,65,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,11727
348,205000,518,NULL,NULL,61.19,0,1,360,NULL,11/9/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,11413
349,106400,533,NULL,NULL,80,0,1,360,NULL,11/1/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,14840
350,175000,519,NULL,NULL,71.43,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,6492
351,110000,560,NULL,NULL,64.71,0,1,360,NULL,11/18/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,6418
352,125600,645,NULL,NULL,80,100,2,360,NULL,11/15/04,12/1/34,Purchase,Owner,AllDocs,Multi,6096
353,292500,519,NULL,NULL,90,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,11575
354,106200,771,NULL,NULL,90,0,4,360,NULL,11/23/04,12/1/34,Purchase,NotOwner,AllDocs,Multi,14607
355,94500,629,NULL,NULL,90,0,1,360,NULL,11/17/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,12788
356,356500,629,NULL,NULL,82.62,0,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,11735
357,204000,692,NULL,NULL,80,100,1,360,NULL,11/5/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,12401
358,95000,601,NULL,NULL,95,0,1,360,NULL,11/12/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,14624
359,306000,533,NULL,NULL,85,0,1,360,NULL,11/1/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,11434
360,181200,645,NULL,NULL,80,95,1,360,NULL,11/12/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,6074
361,212500,525,NULL,NULL,85,0,1,360,NULL,11/16/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,12508
362,114750,611,NULL,NULL,85,0,2,360,NULL,11/12/04,12/1/34,RefiWithCash,NotOwner,LimitedDocs,Multi,12208
363,98000,550,NULL,NULL,70,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,6118
364,187000,544,NULL,NULL,55,0,1,360,NULL,11/19/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,6437
365,240000,690,NULL,NULL,80,0,1,360,NULL,11/24/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,11950
366,88000,747,NULL,NULL,80,100,1,360,NULL,11/18/04,12/1/34,Purchase,Owner,AllDocs,Condo,6451
367,275000,564,NULL,NULL,55,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,6801
368,76000,723,NULL,NULL,95,0,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,NoDocs,SingleFamily,12837
369,197200,601,NULL,NULL,85,0,1,360,NULL,11/16/04,12/1/34,Refi,Owner,LimitedDocs,SingleFamily,6479
370,299250,614,NULL,NULL,95,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,11772
371,154755,643,NULL,NULL,95,0,1,360,NULL,11/23/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,6770
372,307800,662,NULL,NULL,76,0,1,360,NULL,11/15/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,6795
373,145000,506,NULL,NULL,58,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,11746
374,128800,601,NULL,NULL,70,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,6492
375,140000,639,NULL,NULL,80,0,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,6010
376,195300,598,NULL,NULL,90,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,1832
377,229500,576,NULL,NULL,90,0,1,360,NULL,11/24/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,6776
378,140800,645,NULL,NULL,80,0,1,360,NULL,11/29/04,12/1/34,RefiWithCash,Owner,LimitedDocs,SingleFamily,6095
379,375200,699,NULL,NULL,80,100,2,360,60,11/19/04,12/1/34,Purchase,Owner,AllDocs,Multi,11233
380,268000,663,NULL,NULL,80,0,2,360,NULL,11/23/04,12/1/34,RefiWithCash,NotOwner,LimitedDocs,Multi,6513
381,196000,614,NULL,NULL,80,0,1,360,NULL,11/22/04,12/1/34,RefiWithCash,Second,LimitedDocs,SingleFamily,12521
382,273000,575,NULL,NULL,70,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,11944
383,207000,573,NULL,NULL,88.84,0,1,360,NULL,11/30/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,6770
384,180000,671,NULL,NULL,75,0,1,360,NULL,12/14/04,1/1/35,RefiWithCash,Owner,LimitedDocs,SingleFamily,6605
385,103500,602,NULL,NULL,90,0,1,360,NULL,6/30/04,7/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,8045
386,66500,636,NULL,NULL,95,0,1,360,NULL,7/27/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,15425
387,114000,581,NULL,NULL,95,0,1,360,NULL,7/20/04,8/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,19149
388,64000,581,NULL,NULL,80,0,1,360,NULL,8/3/04,9/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,17820
389,157500,581,NULL,NULL,75,0,1,360,NULL,10/8/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,18901
390,160000,536,NULL,NULL,80,0,1,360,NULL,11/18/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,19030
391,158650,748,NULL,NULL,95,0,1,360,NULL,11/15/04,12/1/34,Purchase,Owner,LimitedDocs,SingleFamily,19056
392,80850,510,NULL,NULL,70,0,1,360,NULL,10/29/04,11/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,8610
393,63665,652,NULL,NULL,85,0,1,360,NULL,10/20/04,11/1/34,RefiWithCash,NotOwner,LimitedDocs,SingleFamily,17602
394,221600,573,NULL,NULL,80,0,1,360,NULL,11/17/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,18917
395,95950,615,NULL,NULL,95,0,1,360,NULL,11/3/04,11/1/34,Purchase,Owner,AllDocs,SingleFamily,19555
396,266000,648,NULL,NULL,95,0,1,360,NULL,11/16/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,8094
397,100000,536,NULL,NULL,40.32,0,1,360,NULL,11/23/04,12/1/34,RefiWithCash,Owner,AllDocs,SingleFamily,18353
398,140000,602,NULL,NULL,80,0,1,360,NULL,11/30/04,1/1/35,Purchase,Owner,LimitedDocs,SingleFamily,19154
399,171600,666,NULL,NULL,80,100,1,360,NULL,12/15/04,1/1/35,Purchase,Owner,LimitedDocs,PUD,18901
400,193500,600,NULL,NULL,90,0,1,360,NULL,11/29/04,12/1/34,Refi,Owner,LimitedDocs,SingleFamily,19007
401,67000,756,NULL,NULL,100,0,1,360,NULL,11/19/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,8103
402,129500,660,NULL,NULL,89.99,0,1,360,NULL,11/22/04,12/1/34,Purchase,Owner,AllDocs,SingleFamily,18301
