bor_credit_score,curr_int_rate,curr_upb,first_pay_date,first_time_hb_flag,loan_channel,loan_id,loan_product_type,loan_purpose,loan_state,maturity_date,numb_of_borr,numb_of_units,orig_dti,orig_int_rate,orig_loan_term,orig_ltv,orig_upb,property_occupancy,property_type,servicer_name
655,5.125,173850,6/1/17,NO,RETAIL,5987249417,FRM,PURCHASE,MO,May-47,2,1,44,5.125,360,95,173850,PRINCIPAL,PUD,"BROKERSOLUTIONS,INC.DBANEWAMERICAN"
733,4.5,126000,6/1/17,YES,CORRESPONDENT,5987249418,FRM,PURCHASE,FL,May-47,1,1,40,4.5,360,69,126000,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
784,4.5,132000,5/1/17,YES,CORRESPONDENT,5987249419,FRM,PURCHASE,OH,Apr-47,1,1,29,4.5,360,80,132000,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
667,4.625,138225,5/1/17,NO,CORRESPONDENT,5987249420,FRM,PURCHASE,TX,Apr-47,2,1,43,4.625,360,95,138225,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
730,4.5,141600,6/1/17,YES,RETAIL,5987249425,FRM,PURCHASE,AR,May-47,1,1,29,4.5,360,80,141600,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
793,4.5,136072,6/1/17,NO,RETAIL,5987249426,FRM,PURCHASE,SC,May-47,2,1,28,4.5,360,58,136072,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
678,4.625,120000,6/1/17,NO,RETAIL,5987249429,FRM,PURCHASE,OK,May-47,1,1,44,4.625,360,80,120000,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
715,4.75,113905,6/1/17,NO,RETAIL,5987249431,FRM,PURCHASE,TX,May-47,1,1,43,4.75,360,95,113905,PRINCIPAL,CONDO,GATEWAYMORTGAGEGROUPLLC
709,4.5,122850,6/1/17,NO,RETAIL,5987249433,FRM,PURCHASE,TX,May-47,1,1,44,4.5,360,90,122850,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
749,4.75,121500,6/1/17,NO,RETAIL,5987249435,FRM,PURCHASE,TX,May-47,1,1,30,4.75,360,75,121500,INVESTOR,SF,GATEWAYMORTGAGEGROUPLLC
688,4.625,116875,5/1/17,NO,RETAIL,5987249436,FRM,PURCHASE,OK,Apr-47,1,1,22,4.625,360,85,116875,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
695,4.625,78500,6/1/17,NO,RETAIL,5987249438,FRM,REFINANCE,AZ,May-47,2,1,14,4.625,360,37,78500,PRINCIPAL,SF,"BROKERSOLUTIONS,INC.DBANEWAMERICAN"
716,4.625,91000,6/1/17,NO,RETAIL,5987249439,FRM,PURCHASE,TX,May-47,4,1,42,4.625,360,52,91000,INVESTOR,PUD,GATEWAYMORTGAGEGROUPLLC
719,5,90000,6/1/17,NO,RETAIL,5987249442,FRM,PURCHASE,TX,May-47,1,1,40,5,360,75,90000,INVESTOR,SF,GATEWAYMORTGAGEGROUPLLC
763,4.5,86268,6/1/17,YES,RETAIL,5987249444,FRM,PURCHASE,TX,May-47,2,1,22,4.5,360,97,86268,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
780,4.5,86250,5/1/17,NO,RETAIL,5987249446,FRM,PURCHASE,OK,Apr-47,1,1,9,4.5,360,75,86250,INVESTOR,SF,GATEWAYMORTGAGEGROUPLLC
800,4.5,101300,5/1/17,YES,RETAIL,5987249447,FRM,PURCHASE,OH,Apr-47,1,1,23,4.5,360,88,101300,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
684,4.875,63920.31,4/1/17,NO,CORRESPONDENT,5987249448,FRM,PURCHASE,TX,Mar-47,1,1,32,4.875,360,80,63999,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
696,4.5,48000,5/1/17,NO,CORRESPONDENT,5987249449,FRM,REFINANCE,OK,Apr-47,2,1,38,4.5,360,75,48000,INVESTOR,SF,GATEWAYMORTGAGEGROUPLLC
781,4.5,174800,5/1/17,YES,CORRESPONDENT,5987249457,FRM,PURCHASE,SC,Apr-47,1,1,29,4.5,360,95,174800,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
754,4.125,169100,5/1/17,YES,CORRESPONDENT,5987249458,FRM,PURCHASE,MO,Apr-47,2,1,39,4.125,360,95,169100,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
718,4.375,160000,5/1/17,NO,CORRESPONDENT,5987249459,FRM,REFINANCE,AR,Apr-47,2,1,20,4.375,360,79,160000,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
741,4.375,174400,5/1/17,YES,CORRESPONDENT,5987249460,FRM,PURCHASE,OK,Apr-47,1,1,30,4.375,360,80,174400,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
743,4.5,170730,5/1/17,NO,CORRESPONDENT,5987249461,FRM,PURCHASE,TN,Apr-47,1,1,49,4.5,360,70,170730,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
740,4.375,170500,6/1/17,NO,RETAIL,5987249463,FRM,REFINANCE,WA,May-47,1,1,34,4.375,360,66,170500,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
802,4.5,164350,6/1/17,YES,RETAIL,5987249465,FRM,PURCHASE,TX,May-47,2,1,27,4.5,360,95,164350,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
790,4.375,161100,6/1/17,YES,RETAIL,5987249466,FRM,PURCHASE,TX,May-47,1,1,17,4.375,360,90,161100,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
700,4.5,171000,6/1/17,YES,RETAIL,5987249469,FRM,PURCHASE,OK,May-47,1,1,25,4.5,360,95,171000,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
690,4.5,174250,6/1/17,NO,RETAIL,5987249471,FRM,PURCHASE,TN,May-47,1,1,43,4.5,360,85,174250,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
806,4.125,135000,6/1/17,NO,CORRESPONDENT,5987249477,FRM,PURCHASE,TX,May-47,2,1,33,4.125,360,65,135000,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
792,4.125,149500,6/1/17,NO,CORRESPONDENT,5987249478,FRM,REFINANCE,AR,May-47,2,1,28,4.125,360,79,149500,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
753,4.375,145600,6/1/17,YES,CORRESPONDENT,5987249479,FRM,PURCHASE,AR,May-47,1,1,15,4.375,360,80,145600,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
726,4.375,149150,5/1/17,YES,CORRESPONDENT,5987249480,FRM,PURCHASE,MO,Apr-47,2,1,32,4.375,360,95,149150,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
747,4.125,145000,5/1/17,YES,CORRESPONDENT,5987249481,FRM,PURCHASE,KY,Apr-47,2,1,28,4.125,360,75,145000,PRINCIPAL,CONDO,GATEWAYMORTGAGEGROUPLLC
728,4.25,112630,5/1/17,NO,CORRESPONDENT,5987249488,FRM,PURCHASE,TX,Apr-47,1,1,48,4.25,360,59,112630,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
648,4.375,102039,5/1/17,YES,CORRESPONDENT,5987249491,FRM,PURCHASE,OK,Apr-47,2,1,38,4.375,360,60,102039,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
782,4.375,99000,6/1/17,NO,RETAIL,5987249493,FRM,PURCHASE,SC,May-47,1,1,46,4.375,360,60,99000,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
761,4.375,101270,6/1/17,YES,RETAIL,5987249494,FRM,PURCHASE,MO,May-47,1,1,31,4.375,360,89,101270,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
801,4.375,100000,6/1/17,NO,RETAIL,5987249495,FRM,PURCHASE,SC,May-47,1,1,43,4.375,360,53,100000,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
752,4.375,108015,6/1/17,YES,RETAIL,5987249497,FRM,PURCHASE,TX,May-47,1,1,25,4.375,360,95,108015,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
739,4.375,110000,6/1/17,YES,RETAIL,5987249498,FRM,PURCHASE,TX,May-47,1,1,37,4.375,360,69,110000,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
740,4.475,74000,5/1/17,NO,RETAIL,5987249499,FRM,REFINANCE,NM,Apr-47,1,1,45,4.475,360,57,74000,PRINCIPAL,SF,PIONEERBANK
770,4.375,61000,6/1/17,NO,RETAIL,5987249502,FRM,PURCHASE,OK,May-47,1,1,23,4.375,360,36,61000,PRINCIPAL,PUD,GATEWAYMORTGAGEGROUPLLC
780,4.25,81000,6/1/17,NO,RETAIL,5987249505,FRM,PURCHASE,OK,May-47,2,1,26,4.25,360,90,81000,SECOND,SF,GATEWAYMORTGAGEGROUPLLC
764,4.375,70000,6/1/17,NO,RETAIL,5987249506,FRM,REFINANCE,SC,May-47,2,1,44,4.375,360,24,70000,PRINCIPAL,SF,GATEWAYMORTGAGEGROUPLLC
803,4.25,190400,6/1/17,NO,RETAIL,5987249507,FRM,PURCHASE,AZ,May-47,1,1,23,4.25,360,80,190400,SECOND,SF,"BOKF,NATIONALASSOCIATION"
800,4.5,121550,5/1/17,NO,CORRESPONDENT,5987249508,FRM,PURCHASE,NY,Apr-47,2,1,38,4.5,360,85,121550,PRINCIPAL,SF,FIRSTBANK
816,4.875,205000,6/1/17,NO,RETAIL,5987249510,FRM,REFINANCE,CO,May-47,1,1,45,4.875,360,69,205000,INVESTOR,SF,"BROKERSOLUTIONS,INC.DBANEWAMERICAN"
627,5,240000,6/1/17,NO,RETAIL,5987249511,FRM,PURCHASE,TX,May-47,2,1,34,5,360,80,240000,PRINCIPAL,SF,"FIRSTMORTGAGECOMPANY,L.L.C."
763,3.99,253500,5/1/17,NO,RETAIL,5987249513,FRM,REFINANCE,GA,Apr-37,2,1,29,3.99,240,78,253500,PRINCIPAL,PUD,FIDELITYBANKMORTGAGE
699,4.625,190000,6/1/17,NO,RETAIL,5987249520,FRM,REFINANCE,CA,May-47,1,1,45,4.625,360,62,190000,PRINCIPAL,SF,"BROKERSOLUTIONS,INC.DBANEWAMERICAN"
676,3.5,49500,6/1/17,NO,RETAIL,5987249529,FRM,PURCHASE,PA,May-27,1,1,37,3.5,120,90,49500,SECOND,SF,"FIRSTHERITAGEFINANCIAL,LLC"
781,4.5,97500,5/1/17,NO,CORRESPONDENT,5987249530,FRM,REFINANCE,WA,Apr-47,2,1,26,4.5,360,75,97500,INVESTOR,SF,FIRSTBANK
699,4,62400,5/1/17,NO,RETAIL,5987249543,FRM,REFINANCE,NM,Apr-37,1,1,43,4,240,60,62400,INVESTOR,SF,PIONEERBANK
741,4.375,178250,6/1/17,NO,RETAIL,5987249544,FRM,REFINANCE,IN,May-47,1,1,41,4.375,360,79,178250,PRINCIPAL,SF,"BROKERSOLUTIONS,INC.DBANEWAMERICAN"
748,4.875,40800,6/1/17,NO,RETAIL,5987249545,FRM,PURCHASE,OK,May-47,1,1,43,4.875,360,80,40800,INVESTOR,SF,"FIRSTMORTGAGECOMPANY,L.L.C."
733,4.625,103500,5/1/17,NO,CORRESPONDENT,5987249546,FRM,REFINANCE,WI,Apr-47,1,1,45,4.625,360,65,103500,PRINCIPAL,SF,FIRSTBANK
695,4.25,115900,6/1/17,NO,RETAIL,5987249547,FRM,PURCHASE,OK,May-47,2,1,26,4.25,360,63,115900,PRINCIPAL,PUD,"FIRSTMORTGAGECOMPANY,L.L.C."
705,4.875,218803,6/1/17,YES,RETAIL,5987249550,FRM,PURCHASE,NY,May-47,2,1,40,4.875,360,97,218803,PRINCIPAL,SF,RESIDENTIALHOMEFUNDINGCORP.
780,4.375,166000,6/1/17,NO,RETAIL,5987249553,FRM,PURCHASE,NC,May-47,1,1,33,4.375,360,78,166000,PRINCIPAL,PUD,"FIRSTMORTGAGECOMPANY,L.L.C."
683,4.5,305900,5/1/17,YES,CORRESPONDENT,5987249555,FRM,PURCHASE,CA,Apr-47,2,1,38,4.5,360,95,305900,PRINCIPAL,CONDO,FIRSTBANK
766,4.125,110400,6/1/17,NO,RETAIL,5987249556,FRM,REFINANCE,AZ,May-37,1,1,30,4.125,240,56,110400,PRINCIPAL,CONDO,DESERTSCHOOLSFEDERALCREDITUNION
820,4.125,180000,6/1/17,NO,RETAIL,5987249557,FRM,PURCHASE,CA,May-47,1,1,34,4.125,360,29,180000,PRINCIPAL,SF,MISSIONFEDERALCREDITUNION
797,4.25,143920,6/1/17,NO,RETAIL,5987249558,FRM,PURCHASE,OK,May-47,1,1,47,4.25,360,80,143920,PRINCIPAL,SF,"FIRSTMORTGAGECOMPANY,L.L.C."
807,3.375,93000,6/1/17,NO,RETAIL,5987249562,FRM,REFINANCE,IN,May-27,2,1,19,3.375,120,68,93000,PRINCIPAL,SF,PURDUEFEDERALCREDITUNION
793,3.99,200000,5/1/17,YES,RETAIL,5987249563,FRM,PURCHASE,GA,Apr-37,1,1,29,3.99,240,84,200000,PRINCIPAL,PUD,FIDELITYBANKMORTGAGE
641,4.75,135700,6/1/17,NO,RETAIL,5987249564,FRM,REFINANCE,WI,May-47,1,1,38,4.75,360,76,135700,PRINCIPAL,SF,STATEBANKOFCROSSPLAINS
781,4.625,132000,6/1/17,NO,RETAIL,5987249566,FRM,REFINANCE,OK,May-47,2,1,30,4.625,360,76,132000,PRINCIPAL,PUD,"FIRSTMORTGAGECOMPANY,L.L.C."
796,4.375,94400,5/1/17,YES,CORRESPONDENT,5987249568,FRM,PURCHASE,ID,Apr-47,1,1,40,4.375,360,80,94400,PRINCIPAL,PUD,FIRSTBANK
712,4.5,94500,5/1/17,NO,CORRESPONDENT,5987249570,FRM,REFINANCE,MO,Apr-47,1,1,43,4.5,360,73,94500,PRINCIPAL,PUD,FIRSTBANK
728,4.625,136000,6/1/17,YES,RETAIL,5987249571,FRM,PURCHASE,NM,May-47,2,1,26,4.625,360,80,136000,PRINCIPAL,SF,"FIRSTMORTGAGECOMPANY,L.L.C."
710,4.375,108000,5/1/17,NO,CORRESPONDENT,5987249572,FRM,REFINANCE,WA,Apr-47,1,1,37,4.375,360,46,108000,PRINCIPAL,SF,FIRSTBANK
726,4.25,250000,5/1/17,NO,RETAIL,5987249573,FRM,REFINANCE,AZ,Apr-37,2,1,16,4.25,240,73,250000,PRINCIPAL,SF,DESERTSCHOOLSFEDERALCREDITUNION
758,4.75,417000,6/1/17,NO,RETAIL,5987249576,FRM,PURCHASE,NJ,May-47,1,1,32,4.75,360,78,417000,INVESTOR,SF,INVESTORSBANK
805,4.375,108500,5/1/17,NO,CORRESPONDENT,5987249582,FRM,PURCHASE,OH,Apr-47,1,1,33,4.375,360,65,108500,PRINCIPAL,SF,FIRSTBANK
809,4.5,126400,6/1/17,NO,RETAIL,5987249584,FRM,PURCHASE,NC,May-47,1,1,30,4.5,360,80,126400,SECOND,CONDO,"FIRSTMORTGAGECOMPANY,L.L.C."
768,5.125,265560,6/1/17,NO,RETAIL,5987249590,FRM,PURCHASE,OR,May-47,1,1,40,5.125,360,80,265560,INVESTOR,PUD,ONPOINTCOMMUNITYCREDITUNION
755,4.5,128250,6/1/17,YES,RETAIL,5987249592,FRM,PURCHASE,TX,May-47,1,1,45,4.5,360,95,128250,PRINCIPAL,SF,"FIRSTMORTGAGECOMPANY,L.L.C."
796,4.25,95974,5/1/17,NO,CORRESPONDENT,5987249593,FRM,PURCHASE,KY,Apr-47,1,1,18,4.25,360,95,95974,PRINCIPAL,SF,FIRSTBANK
698,4.375,79000,6/1/17,NO,RETAIL,5987249595,FRM,REFINANCE,CA,May-37,1,1,29,4.375,240,14,79000,PRINCIPAL,SF,"ZB,NATIONALASSOCIATION"
668,4.99,56250,6/1/17,NO,RETAIL,5987249599,FRM,PURCHASE,FL,May-47,1,1,46,4.99,360,75,56250,PRINCIPAL,CONDO,EVERETTFINANCIALINCDBASUPREMELENDIN
791,4.5,139000,6/1/17,NO,RETAIL,5987249600,FRM,REFINANCE,AZ,May-47,2,1,34,4.5,360,62,139000,PRINCIPAL,PUD,DESERTSCHOOLSFEDERALCREDITUNION
751,4.5,117325,5/1/17,YES,CORRESPONDENT,5987249601,FRM,PURCHASE,OH,Apr-47,1,1,36,4.5,360,95,117325,PRINCIPAL,SF,FIRSTBANK
771,3.875,350000,6/1/17,NO,RETAIL,5987249602,FRM,REFINANCE,CA,May-37,2,1,37,3.875,240,70,350000,PRINCIPAL,SF,IMPACMORTGAGECORP.
702,4.375,174503,6/1/17,YES,RETAIL,5987249605,FRM,PURCHASE,AZ,May-47,1,1,32,4.375,360,97,174503,PRINCIPAL,SF,DESERTSCHOOLSFEDERALCREDITUNION
755,4.5,117000,6/1/17,NO,RETAIL,5987249607,FRM,PURCHASE,NC,May-47,1,1,39,4.5,360,90,117000,PRINCIPAL,SF,"FIRSTMORTGAGECOMPANY,L.L.C."
730,5.25,110000,6/1/17,NO,RETAIL,5987249608,FRM,REFINANCE,TN,May-47,1,1,40,5.25,360,69,110000,INVESTOR,SF,MATRIXFINANCIALSERVICESCORPORATION
732,4.75,162450,6/1/17,YES,RETAIL,5987249610,FRM,PURCHASE,IL,May-47,1,1,37,4.75,360,95,162450,PRINCIPAL,SF,MATRIXFINANCIALSERVICESCORPORATION
772,4.75,170000,6/1/17,NO,RETAIL,5987249614,FRM,PURCHASE,TN,May-47,2,1,25,4.75,360,78,170000,PRINCIPAL,SF,MATRIXFINANCIALSERVICESCORPORATION
649,4.99,249300,6/1/17,NO,RETAIL,5987249619,FRM,PURCHASE,TN,May-47,1,1,35,4.99,360,90,249300,PRINCIPAL,SF,MATRIXFINANCIALSERVICESCORPORATION
635,4.875,346750,6/1/17,YES,RETAIL,5987249620,FRM,PURCHASE,CA,May-47,2,1,44,4.875,360,95,346750,PRINCIPAL,CONDO,MATRIXFINANCIALSERVICESCORPORATION
778,4.625,121500,6/1/17,NO,RETAIL,5987249622,FRM,PURCHASE,NV,May-47,1,1,37,4.625,360,90,121500,PRINCIPAL,CONDO,"PINGORALOANSERVICING,LLC"
784,4.25,150000,6/1/17,NO,RETAIL,5987249624,FRM,PURCHASE,IL,May-47,1,1,30,4.25,360,51,150000,PRINCIPAL,SF,"PINGORALOANSERVICING,LLC"
720,4.5,98693,6/1/17,NO,RETAIL,5987249626,FRM,PURCHASE,IL,May-47,1,1,33,4.5,360,95,98693,PRINCIPAL,SF,FREEDOMMORTGAGECORP.
714,4.625,105450,6/1/17,YES,RETAIL,5987249628,FRM,PURCHASE,IL,May-47,1,1,43,4.625,360,95,105450,PRINCIPAL,PUD,FREEDOMMORTGAGECORP.
631,4.875,424100,6/1/17,YES,RETAIL,5987249629,FRM,PURCHASE,CA,May-47,1,1,20,4.875,360,90,424100,PRINCIPAL,PUD,"PINGORALOANSERVICING,LLC"
808,4.75,70000,5/1/17,NO,RETAIL,5987249633,FRM,REFINANCE,AZ,Apr-47,2,1,35,4.75,360,40,70000,INVESTOR,PUD,DESERTSCHOOLSFEDERALCREDITUNION
783,4.5,100000,5/1/17,NO,CORRESPONDENT,5987249641,FRM,REFINANCE,UT,Apr-47,1,1,4,4.5,360,52,100000,INVESTOR,CONDO,FIRSTBANK
791,4.75,102750,5/1/17,NO,RETAIL,5987249642,FRM,REFINANCE,AZ,Apr-47,2,1,27,4.75,360,75,102750,INVESTOR,SF,DESERTSCHOOLSFEDERALCREDITUNION
763,4.5,112000,5/1/17,NO,CORRESPONDENT,5987249645,FRM,PURCHASE,NC,Apr-47,2,1,35,4.5,360,90,112000,PRINCIPAL,CONDO,FIRSTBANK
810,4.125,104000,6/1/17,NO,RETAIL,5987249646,FRM,REFINANCE,PA,May-47,1,1,23,4.125,360,80,104000,PRINCIPAL,SF,S&TBANK
670,4.75,114400,6/1/17,NO,RETAIL,5987249648,FRM,PURCHASE,KS,May-47,1,1,26,4.75,360,80,114400,PRINCIPAL,SF,"BOKF,NATIONALASSOCIATION"
731,4.5,132050,5/1/17,YES,RETAIL,5987249649,FRM,PURCHASE,AZ,Apr-47,2,1,35,4.5,360,95,132050,PRINCIPAL,CONDO,DESERTSCHOOLSFEDERALCREDITUNION
771,4.5,149380,6/1/17,YES,RETAIL,5987249652,FRM,PURCHASE,CA,May-47,1,1,36,4.5,360,97,149380,PRINCIPAL,SF,"COMMUNITYMORTGAGEFUNDING,LLC"
711,4.75,114950,5/1/17,NO,CORRESPONDENT,5987249655,FRM,PURCHASE,IN,Apr-47,1,1,45,4.75,360,95,114950,PRINCIPAL,SF,FIRSTBANK
645,4.75,285000,6/1/17,NO,RETAIL,5987249660,FRM,REFINANCE,VA,May-47,1,1,34,4.75,360,65,285000,PRINCIPAL,PUD,"VIRGINIACREDITUNION,INC."
683,4.125,70310,5/1/17,YES,RETAIL,5987249661,FRM,PURCHASE,OH,Apr-47,1,1,27,4.125,360,94,70310,PRINCIPAL,SF,PARKNATIONALBANK
680,4.25,247500,5/1/17,YES,RETAIL,5987249662,FRM,PURCHASE,AZ,Apr-47,1,1,34,4.25,360,90,247500,PRINCIPAL,SF,DESERTSCHOOLSFEDERALCREDITUNION
759,4.125,90000,6/1/17,NO,RETAIL,5987249663,FRM,REFINANCE,GA,May-37,1,1,41,4.125,240,37,90000,PRINCIPAL,PUD,FIDELITYBANKMORTGAGE
657,4.375,273500,6/1/17,NO,BROKER,5987249669,FRM,REFINANCE,CA,May-47,2,1,40,4.375,360,74,273500,PRINCIPAL,CONDO,"LAKEVIEWLOANSERVICING,LLC"
676,4.375,86400,5/1/17,YES,RETAIL,5987249670,FRM,PURCHASE,NC,Apr-47,1,1,36,4.375,360,80,86400,PRINCIPAL,SF,FIRSTNATIONALBANKOFPENNSYLVANIA
651,4.25,178740,6/1/17,YES,RETAIL,5987249675,FRM,PURCHASE,AZ,May-47,1,1,50,4.25,360,60,178740,PRINCIPAL,PUD,DESERTSCHOOLSFEDERALCREDITUNION
700,4.75,118000,5/1/17,NO,CORRESPONDENT,5987249677,FRM,PURCHASE,NC,Apr-47,1,1,32,4.75,360,80,118000,PRINCIPAL,SF,FIRSTBANK
797,3.875,171200,6/1/17,NO,RETAIL,5987249678,FRM,REFINANCE,LA,May-37,2,1,26,3.875,240,73,171200,PRINCIPAL,SF,"ABBEVILLEBUILDINGANDLOAN,SSB"
713,4.5,408000,6/1/17,NO,BROKER,5987249680,FRM,REFINANCE,CA,May-47,1,1,41,4.5,360,60,408000,INVESTOR,SF,IMPACMORTGAGECORP.
797,4.625,120000,5/1/17,NO,CORRESPONDENT,5987249684,FRM,PURCHASE,FL,Apr-47,1,1,32,4.625,360,55,120000,PRINCIPAL,PUD,FIRSTBANK
649,4.5,193500,6/1/17,NO,RETAIL,5987249685,FRM,REFINANCE,CA,May-37,1,1,45,4.5,240,58,193500,PRINCIPAL,SF,"LAKEVIEWLOANSERVICING,LLC"
684,4.375,147000,5/1/17,NO,RETAIL,5987249686,FRM,REFINANCE,AZ,Apr-47,1,1,41,4.375,360,80,147000,PRINCIPAL,PUD,DESERTSCHOOLSFEDERALCREDITUNION
788,4.25,130500,5/1/17,NO,CORRESPONDENT,5987249694,FRM,REFINANCE,CA,Apr-47,1,1,29,4.25,360,64,130500,PRINCIPAL,SF,FIRSTBANK
757,4.5,183350,6/1/17,NO,RETAIL,5987249695,FRM,PURCHASE,AZ,May-47,2,1,29,4.5,360,95,183350,PRINCIPAL,PUD,DESERTSCHOOLSFEDERALCREDITUNION
741,4.5,158250,6/1/17,NO,RETAIL,5987249699,FRM,REFINANCE,AR,May-47,1,1,41,4.5,360,75,158250,PRINCIPAL,SF,"BOKF,NATIONALASSOCIATION"
736,4.5,100000,6/1/17,YES,BROKER,5987249700,FRM,PURCHASE,IL,May-47,1,1,10,4.5,360,80,100000,PRINCIPAL,CONDO,PARKSIDELENDINGLLC
783,3.875,406756,6/1/17,NO,RETAIL,5987249703,FRM,PURCHASE,TN,May-47,2,1,34,3.875,360,95,406756,PRINCIPAL,PUD,FIDELITYBANKMORTGAGE
789,4.625,66400,6/1/17,YES,RETAIL,5987249704,FRM,PURCHASE,MI,May-47,1,1,44,4.625,360,80,66400,PRINCIPAL,SF,"NOIC,INC."
772,4.375,120350,6/1/17,NO,BROKER,5987249706,FRM,REFINANCE,LA,May-47,2,1,22,4.375,360,92,120350,PRINCIPAL,MH,"THEMONEYSOURCE,INC."
720,4.625,148000,6/1/17,NO,RETAIL,5987249707,FRM,REFINANCE,TX,May-47,1,1,45,4.625,360,80,148000,PRINCIPAL,PUD,"PINGORALOANSERVICING,LLC"
779,4.5,100000,6/1/17,YES,BROKER,5987249708,FRM,PURCHASE,FL,May-47,2,1,23,4.5,360,65,100000,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
621,4.375,296250,6/1/17,YES,BROKER,5987249712,FRM,PURCHASE,CA,May-47,2,1,31,4.375,360,75,296250,PRINCIPAL,CONDO,REDWOODRESIDENTIALACQUISITIONCORPORAT
637,5,107920,6/1/17,NO,RETAIL,5987249716,FRM,PURCHASE,FL,May-47,1,1,46,5,360,80,107920,PRINCIPAL,PUD,"HAMILTONGROUPFUNDING,INC."
714,4.5,130150,5/1/17,YES,CORRESPONDENT,5987249717,FRM,PURCHASE,TX,Apr-47,1,1,44,4.5,360,95,130150,PRINCIPAL,CONDO,FIRSTBANK
720,3.375,45000,5/1/17,NO,RETAIL,5987249720,FRM,REFINANCE,NJ,Apr-27,2,1,31,3.375,120,22,45000,PRINCIPAL,SF,INVESTORSBANK
710,4.25,132000,5/1/17,YES,CORRESPONDENT,5987249736,FRM,PURCHASE,NC,Apr-47,1,1,25,4.25,360,80,132000,PRINCIPAL,SF,FIRSTBANK
743,4.75,205200,6/1/17,YES,BROKER,5987249738,FRM,PURCHASE,CO,May-47,3,1,39,4.75,360,95,205200,PRINCIPAL,CONDO,PARKSIDELENDINGLLC
796,4.625,125000,6/1/17,NO,RETAIL,5987249742,FRM,REFINANCE,KS,May-42,2,1,37,4.625,300,74,125000,PRINCIPAL,PUD,PEOPLESBANK
790,4.375,85000,6/1/17,NO,RETAIL,5987249745,FRM,PURCHASE,MO,May-47,2,1,25,4.375,360,90,85000,SECOND,SF,"FLATBRANCHMORTGAGE,INC.,DBAFLATBRA"
750,4.5,69500,6/1/17,YES,RETAIL,5987249746,FRM,PURCHASE,MN,May-47,1,1,41,4.5,360,39,69500,PRINCIPAL,SF,"AMERICANMORTGAGE&EQUITYCONSULTANTS,"
787,4,170000,6/1/17,NO,BROKER,5987249748,FRM,PURCHASE,MI,May-47,2,1,21,4,360,58,170000,PRINCIPAL,CONDO,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
807,4.375,141600,6/1/17,NO,RETAIL,5987249752,FRM,PURCHASE,NM,May-47,2,1,32,4.375,360,80,141600,PRINCIPAL,SF,"BOKF,NATIONALASSOCIATION"
755,4.5,127000,5/1/17,NO,CORRESPONDENT,5987249753,FRM,REFINANCE,ID,Apr-47,2,1,26,4.5,360,64,127000,PRINCIPAL,SF,FIRSTBANK
775,4.625,114000,6/1/17,NO,RETAIL,5987249754,FRM,REFINANCE,AZ,May-47,2,1,33,4.625,360,75,114000,PRINCIPAL,PUD,ONEAZCREDITUNION
761,4.375,140000,5/1/17,NO,CORRESPONDENT,5987249762,FRM,REFINANCE,IN,Apr-47,2,1,23,4.375,360,56,140000,PRINCIPAL,SF,FIRSTBANK
699,4.625,196000,6/1/17,YES,RETAIL,5987249763,FRM,PURCHASE,GA,May-47,2,1,43,4.625,360,80,196000,PRINCIPAL,SF,"FIRSTMORTGAGECOMPANY,L.L.C."
