bor_credit_score,curr_int_rate,curr_upb,first_pay_date,first_time_hb_flag,loan_channel,loan_id,loan_product_type,loan_purpose,loan_state,maturity_date,numb_of_borr,numb_of_units,orig_dti,orig_int_rate,orig_loan_term,orig_ltv,orig_upb,property_occupancy,property_type,servicer_name
767,4.125,268000,3/1/16,NO,RETAIL,5988487888,FRM,PURCHASE,FL,Feb-46,2,1,30,4.125,360,80,268000,PRINCIPAL,PUD,FIRSTBANKPUERTORICO
703,3,54000,2/1/16,NO,RETAIL,5988487906,FRM,REFINANCE,PR,Jan-26,2,1,35,3,120,60,54000,PRINCIPAL,SF,ORIENTALBANK
708,3.75,127142.51,1/1/16,NO,RETAIL,5988487907,FRM,REFINANCE,PR,Dec-35,2,2,44,3.75,240,85,127500,PRINCIPAL,SF,ORIENTALBANK
789,4.125,179400,2/1/16,NO,RETAIL,5988487908,FRM,REFINANCE,PR,Jan-46,1,1,58,4.125,360,111,179400,PRINCIPAL,CONDO,ORIENTALBANK
738,4.125,93700,2/1/16,NO,RETAIL,5988487909,FRM,REFINANCE,PR,Jan-46,1,1,41,4.125,360,106,93700,PRINCIPAL,CONDO,ORIENTALBANK
765,3.25,50534.1,1/1/16,NO,RETAIL,5988487910,FRM,REFINANCE,PR,Dec-23,2,1,21,3.25,96,39,51000,INVESTOR,SF,ORIENTALBANK
762,4.125,88150,2/1/16,YES,RETAIL,5988487912,FRM,PURCHASE,PR,Jan-46,1,1,40,4.125,360,97,88150,PRINCIPAL,CONDO,ORIENTALBANK
719,4.25,135000,2/1/16,NO,RETAIL,5988487913,FRM,PURCHASE,PR,Jan-46,2,1,39,4.25,360,57,135000,PRINCIPAL,SF,ORIENTALBANK
634,4.25,215000,2/1/16,NO,RETAIL,5988487914,FRM,REFINANCE,PR,Jan-46,2,1,55,4.25,360,137,215000,INVESTOR,SF,ORIENTALBANK
769,3.625,109700,2/1/16,NO,RETAIL,5988487916,FRM,REFINANCE,PR,Jan-36,1,1,29,3.625,240,90,109700,PRINCIPAL,CONDO,ORIENTALBANK
693,4.125,169600,3/1/16,YES,RETAIL,5988488020,FRM,PURCHASE,MA,Feb-46,2,1,19,4.125,360,80,169600,PRINCIPAL,SF,"MEMBERADVANTAGEMORTGAGE,LLC"
638,4.5,221250,3/1/16,NO,RETAIL,5988488021,FRM,REFINANCE,DC,Feb-46,2,1,36,4.5,360,75,221250,PRINCIPAL,CONDO,"MEMBERADVANTAGEMORTGAGE,LLC"
771,4,75682,2/1/16,NO,RETAIL,5988488431,FRM,REFINANCE,PR,Jan-36,1,1,42,4,240,86,75682,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
737,4.375,49000,2/1/16,NO,RETAIL,5988488432,FRM,REFINANCE,PR,Jan-36,2,1,30,4.375,240,41,49000,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
755,4.5,99500,2/1/16,NO,RETAIL,5988488433,FRM,REFINANCE,PR,Jan-36,1,1,26,4.5,240,78,99500,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
709,4.375,127500,2/1/16,NO,RETAIL,5988488434,FRM,REFINANCE,PR,Jan-36,2,1,18,4.375,240,64,127500,INVESTOR,SF,BANCOPOPULARDEPUERTORICO
732,4.25,346275,2/1/16,YES,RETAIL,5988488435,FRM,PURCHASE,PR,Jan-36,2,1,15,4.25,240,92,346275,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
783,4.25,167107.8,12/1/15,NO,RETAIL,5988488436,FRM,REFINANCE,PR,Nov-35,2,1,44,4.25,240,80,168000,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
659,3,100000,2/1/16,NO,RETAIL,5988488437,FRM,REFINANCE,PR,Jan-26,2,1,30,3,120,65,100000,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
691,4.75,76000,2/1/16,NO,RETAIL,5988488444,FRM,REFINANCE,PR,Jan-36,1,1,32,4.75,240,65,76000,INVESTOR,SF,BANCOPOPULARDEPUERTORICO
728,3.875,75550,2/1/16,NO,RETAIL,5988488445,FRM,REFINANCE,PR,Jan-41,1,1,43,3.875,300,76,75550,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
755,4.125,141452.06,12/1/15,NO,RETAIL,5988488446,FRM,REFINANCE,PR,Nov-38,2,1,40,4.125,276,90,142072,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
813,4.125,238619.97,11/1/15,NO,RETAIL,5988488447,FRM,REFINANCE,PR,Oct-40,2,1,33,4.125,300,68,240000,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
759,4.125,113900,2/1/16,NO,RETAIL,5988488448,FRM,REFINANCE,PR,Jan-46,1,1,43,4.125,360,104,113900,PRINCIPAL,CONDO,BANCOPOPULARDEPUERTORICO
699,4.25,57460.94,12/1/15,YES,CORRESPONDENT,5988488450,FRM,PURCHASE,PR,Nov-45,1,1,27,4.25,360,66,57620,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
724,4,71477.83,9/1/15,YES,CORRESPONDENT,5988488451,FRM,PURCHASE,PR,Aug-45,1,1,42,4,360,66,72000,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
704,4.875,62567.42,11/1/15,YES,CORRESPONDENT,5988488452,FRM,PURCHASE,PR,Oct-45,1,1,19,4.875,360,58,62800,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
754,4.625,67647.87,10/1/15,YES,CORRESPONDENT,5988488453,FRM,PURCHASE,PR,Sep-45,1,1,41,4.625,360,62,68000,PRINCIPAL,SF,BANCOPOPULARDEPUERTORICO
667,4.5,145000,3/1/16,NO,RETAIL,5988488706,FRM,PURCHASE,LA,Feb-46,2,1,42,4.5,360,71,145000,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
795,4.5,89250,3/1/16,NO,RETAIL,5988488808,FRM,PURCHASE,ID,Feb-46,2,1,43,4.5,360,75,89250,INVESTOR,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
778,4.125,310400,3/1/16,NO,RETAIL,5988488830,FRM,PURCHASE,LA,Feb-46,2,1,28,4.125,360,80,310400,SECOND,CONDO,STANDARDMORTGAGECORPORATION
773,4,232000,3/1/16,NO,RETAIL,5988488881,FRM,PURCHASE,GA,Feb-46,1,1,19,4,360,80,232000,SECOND,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
759,3.875,184800,3/1/16,YES,RETAIL,5988488902,FRM,PURCHASE,NY,Feb-46,2,1,41,3.875,360,85,184800,PRINCIPAL,SF,NASSAUEDUCATORSFEDERALCREDITUNION
778,4,165000,3/1/16,NO,RETAIL,5988488911,FRM,REFINANCE,LA,Feb-46,2,1,24,4,360,57,165000,PRINCIPAL,PUD,STANDARDMORTGAGECORPORATION
746,4,221000,3/1/16,NO,RETAIL,5988488912,FRM,PURCHASE,LA,Feb-46,2,1,35,4,360,85,221000,PRINCIPAL,SF,STANDARDMORTGAGECORPORATION
789,4,194400,3/1/16,NO,RETAIL,5988488913,FRM,PURCHASE,LA,Feb-46,1,1,38,4,360,90,194400,PRINCIPAL,PUD,STANDARDMORTGAGECORPORATION
763,4,232750,3/1/16,YES,RETAIL,5988488927,FRM,PURCHASE,LA,Feb-46,2,1,35,4,360,95,232750,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
766,4,411478,3/1/16,NO,RETAIL,5988488928,FRM,REFINANCE,AL,Feb-46,1,1,31,4,360,77,411478,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
795,4,184000,3/1/16,YES,RETAIL,5988488931,FRM,PURCHASE,MT,Feb-46,1,1,23,4,360,95,184000,PRINCIPAL,MH,MISSOULAFEDERALCREDITUNION
747,3.875,220000,3/1/16,NO,RETAIL,5988488941,FRM,REFINANCE,NY,Feb-46,1,1,36,3.875,360,44,220000,PRINCIPAL,SF,NASSAUEDUCATORSFEDERALCREDITUNION
800,4,297500,3/1/16,NO,RETAIL,5988488947,FRM,PURCHASE,FL,Feb-46,1,1,39,4,360,70,297500,SECOND,CONDO,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
722,4,220000,3/1/16,NO,RETAIL,5988488953,FRM,PURCHASE,AR,Feb-46,2,1,25,4,360,80,220000,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
742,4,98000,3/1/16,NO,RETAIL,5988488964,FRM,REFINANCE,LA,Feb-46,1,1,28,4,360,32,98000,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
766,4,223250,3/1/16,NO,RETAIL,5988488970,FRM,PURCHASE,AR,Feb-46,1,1,29,4,360,95,223250,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
760,3.875,93000,3/1/16,NO,RETAIL,5988488986,FRM,PURCHASE,AR,Feb-46,1,1,50,3.875,360,80,93000,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
788,4,211410,3/1/16,NO,RETAIL,5988488991,FRM,PURCHASE,GA,Feb-46,2,1,32,4,360,90,211410,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
791,3.875,245000,3/1/16,NO,RETAIL,5988488995,FRM,PURCHASE,FL,Feb-46,1,1,20,3.875,360,68,245000,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
777,3.875,198500,2/1/16,NO,RETAIL,5988489001,FRM,PURCHASE,SC,Jan-46,2,1,33,3.875,360,95,198500,PRINCIPAL,SF,ASSOCIATEDCREDITUNION
698,4.25,213750,3/1/16,NO,RETAIL,5988489033,FRM,PURCHASE,LA,Feb-46,2,1,31,4.25,360,95,213750,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
738,3.875,264480,3/1/16,NO,RETAIL,5988489034,FRM,PURCHASE,IL,Feb-46,2,1,32,3.875,360,95,264480,PRINCIPAL,SF,UNITEDCOMMUNITYBANK
806,4,105000,3/1/16,NO,RETAIL,5988489035,FRM,REFINANCE,IL,Feb-46,1,1,34,4,360,75,105000,PRINCIPAL,SF,UNITEDCOMMUNITYBANK
764,4.125,88344.73,3/1/16,NO,RETAIL,5988489037,FRM,REFINANCE,IL,Feb-46,1,1,41,4.125,360,71,88344.73,PRINCIPAL,SF,UNITEDCOMMUNITYBANK
741,4,222500,3/1/16,YES,RETAIL,5988489081,FRM,PURCHASE,LA,Feb-46,2,1,16,4,360,60,222500,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
753,3.25,104700,3/1/16,NO,RETAIL,5988489155,FRM,REFINANCE,NY,Feb-26,2,1,22,3.25,120,60,104700,PRINCIPAL,SF,ULSTERSAVINGSBANK
793,4.25,116000,3/1/16,NO,CORRESPONDENT,5988489165,FRM,PURCHASE,NV,Feb-46,1,1,24,4.25,360,80,116000,PRINCIPAL,CONDO,"360MORTGAGEGROUP,LLC"
780,3.875,370000,3/1/16,NO,RETAIL,5988489218,FRM,PURCHASE,LA,Feb-46,2,1,36,3.875,360,61,370000,PRINCIPAL,PUD,ASSURANCEFINANCIALGROUPL.L.C.
793,3.75,300000,2/1/16,NO,CORRESPONDENT,5988489220,FRM,REFINANCE,IA,Jan-46,2,1,42,3.75,360,48,300000,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
746,4.125,49590,3/1/16,YES,CORRESPONDENT,5988489221,FRM,PURCHASE,IA,Feb-46,1,1,17,4.125,360,97,49590,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
776,3.625,373000,2/1/16,NO,CORRESPONDENT,5988489223,FRM,REFINANCE,IA,Jan-46,2,1,26,3.625,360,90,373000,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
775,3.5,380000,2/1/16,NO,CORRESPONDENT,5988489224,FRM,PURCHASE,IA,Jan-46,2,1,30,3.5,360,69,380000,PRINCIPAL,PUD,IOWABANKERSMORTGAGECORPORATION
702,4.375,182800,2/1/16,NO,CORRESPONDENT,5988489227,FRM,PURCHASE,IA,Jan-46,2,1,35,4.375,360,80,182800,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
694,3.875,320000,3/1/16,NO,CORRESPONDENT,5988489228,FRM,REFINANCE,IA,Feb-46,2,1,45,3.875,360,64,320000,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
799,3.875,117000,3/1/16,NO,CORRESPONDENT,5988489229,FRM,REFINANCE,IA,Feb-46,1,1,24,3.875,360,55,117000,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
725,4.125,120000,3/1/16,NO,CORRESPONDENT,5988489230,FRM,REFINANCE,IA,Feb-46,1,1,34,4.125,360,77,120000,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
757,3.99,625500,2/1/16,NO,RETAIL,5988489231,FRM,REFINANCE,CA,Jan-46,1,1,37,3.99,360,87,625500,PRINCIPAL,CONDO,MATRIXFINANCIALSERVICESCORPORATION
787,3.875,417000,3/1/16,NO,CORRESPONDENT,5988489232,FRM,REFINANCE,IA,Feb-46,2,1,18,3.875,360,79,417000,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
669,3.625,185000,2/1/16,NO,CORRESPONDENT,5988489237,FRM,PURCHASE,IA,Jan-36,2,1,18,3.625,240,65,185000,PRINCIPAL,CONDO,IOWABANKERSMORTGAGECORPORATION
759,3.75,82700,3/1/16,NO,CORRESPONDENT,5988489238,FRM,REFINANCE,IA,Feb-36,1,1,32,3.75,240,77,82700,PRINCIPAL,SF,IOWABANKERSMORTGAGECORPORATION
684,4.375,299000,3/1/16,NO,RETAIL,5988489263,FRM,REFINANCE,MD,Feb-36,2,1,36,4.375,240,85,299000,PRINCIPAL,SF,FIRSTHOMEMORTGAGECORPORATION
678,4.25,350000,3/1/16,NO,RETAIL,5988489267,FRM,REFINANCE,SC,Feb-46,2,1,45,4.25,360,48,350000,PRINCIPAL,PUD,CENTRALMORTGAGECOMPANY
802,4,279840,3/1/16,NO,RETAIL,5988489284,FRM,PURCHASE,LA,Feb-46,2,1,42,4,360,80,279840,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
765,4,245000,3/1/16,NO,RETAIL,5988489286,FRM,PURCHASE,AL,Feb-46,1,1,30,4,360,88,245000,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
693,4.375,335350,3/1/16,NO,RETAIL,5988489288,FRM,PURCHASE,MD,Feb-46,2,1,31,4.375,360,95,335350,PRINCIPAL,PUD,FIRSTHOMEMORTGAGECORPORATION
667,4.5,240000,3/1/16,NO,RETAIL,5988489289,FRM,PURCHASE,MD,Feb-46,2,1,44,4.5,360,80,240000,PRINCIPAL,PUD,FIRSTHOMEMORTGAGECORPORATION
688,4.25,210000,3/1/16,NO,RETAIL,5988489291,FRM,PURCHASE,AR,Feb-46,1,1,39,4.25,360,80,210000,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
762,4,342000,3/1/16,NO,RETAIL,5988489292,FRM,PURCHASE,TX,Feb-46,2,1,26,4,360,90,342000,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
738,3.875,351500,3/1/16,NO,RETAIL,5988489296,FRM,PURCHASE,GA,Feb-46,2,1,32,3.875,360,95,351500,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
781,4.125,125615,3/1/16,YES,RETAIL,5988489300,FRM,PURCHASE,LA,Feb-46,1,1,27,4.125,360,97,125615,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
771,3.875,191400,3/1/16,NO,RETAIL,5988489303,FRM,PURCHASE,AR,Feb-46,2,1,38,3.875,360,67,191400,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
757,4,350000,3/1/16,NO,RETAIL,5988489307,FRM,REFINANCE,AL,Feb-46,1,1,42,4,360,37,350000,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
772,4.375,185000,3/1/16,NO,RETAIL,5988489316,FRM,PURCHASE,MD,Feb-46,1,1,35,4.375,360,75,185000,INVESTOR,PUD,"PINGORALOANSERVICING,LLC"
776,4.125,464000,3/1/16,NO,RETAIL,5988489320,FRM,PURCHASE,VA,Feb-46,2,1,44,4.125,360,80,464000,SECOND,PUD,"PINGORALOANSERVICING,LLC"
780,3.875,156000,3/1/16,NO,RETAIL,5988489344,FRM,PURCHASE,GA,Feb-46,1,1,36,3.875,360,80,156000,PRINCIPAL,PUD,"GEO-CORP,INC."
699,4.625,187500,3/1/16,NO,RETAIL,5988489354,FRM,REFINANCE,MD,Feb-46,2,1,38,4.625,360,75,187500,PRINCIPAL,PUD,"GEO-CORP,INC."
799,4.125,200000,3/1/16,NO,RETAIL,5988489365,FRM,REFINANCE,CA,Feb-46,1,1,20,4.125,360,67,200000,PRINCIPAL,SF,"COMMERCEHOMEMORTGAGE,INC."
626,4.25,147500,3/1/16,NO,RETAIL,5988489366,FRM,PURCHASE,NV,Feb-44,1,1,39,4.25,336,59,147500,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
742,4,555000,3/1/16,NO,RETAIL,5988489384,FRM,REFINANCE,AK,Feb-46,2,1,41,4,360,93,555000,PRINCIPAL,SF,DENALISTATEBANK
647,5.25,153750,3/1/16,NO,RETAIL,5988489385,FRM,REFINANCE,AK,Feb-46,1,1,39,5.25,360,75,153750,INVESTOR,SF,DENALISTATEBANK
783,4.625,72000,3/1/16,NO,RETAIL,5988489386,FRM,PURCHASE,MO,Feb-46,1,1,37,4.625,360,80,72000,INVESTOR,SF,BANKOFWASHINGTON
780,3.875,340000,3/1/16,NO,RETAIL,5988489388,FRM,PURCHASE,MA,Feb-46,1,1,41,3.875,360,90,340000,PRINCIPAL,SF,"LEADERBANK,N.A."
787,3.625,103000,3/1/16,NO,RETAIL,5988489393,FRM,REFINANCE,MA,Feb-36,2,1,22,3.625,240,30,103000,PRINCIPAL,SF,"LEADERBANK,N.A."
791,4.75,281250,3/1/16,NO,RETAIL,5988489394,FRM,PURCHASE,MA,Feb-46,2,1,31,4.75,360,75,281250,INVESTOR,CONDO,"LEADERBANK,N.A."
708,4.5,328000,3/1/16,NO,RETAIL,5988489395,FRM,REFINANCE,MA,Feb-46,2,1,45,4.5,360,80,328000,PRINCIPAL,SF,"LEADERBANK,N.A."
681,4.375,414400,3/1/16,NO,RETAIL,5988489397,FRM,PURCHASE,MA,Feb-46,1,1,47,4.375,360,70,414400,INVESTOR,SF,"LEADERBANK,N.A."
759,4.25,400000,3/1/16,NO,RETAIL,5988489401,FRM,REFINANCE,MA,Feb-46,3,1,42,4.25,360,58,400000,INVESTOR,SF,"LEADERBANK,N.A."
701,4.25,284000,3/1/16,NO,RETAIL,5988489402,FRM,REFINANCE,MA,Feb-46,2,1,30,4.25,360,80,284000,PRINCIPAL,SF,"LEADERBANK,N.A."
717,4.125,186000,3/1/16,NO,RETAIL,5988489403,FRM,REFINANCE,MA,Feb-46,2,1,40,4.125,360,80,186000,SECOND,SF,"LEADERBANK,N.A."
699,4,348000,3/1/16,NO,RETAIL,5988489404,FRM,REFINANCE,MA,Feb-46,1,1,28,4,360,75,348000,PRINCIPAL,SF,"LEADERBANK,N.A."
796,4,360000,3/1/16,NO,RETAIL,5988489405,FRM,PURCHASE,MA,Feb-46,1,1,38,4,360,90,360000,PRINCIPAL,CONDO,"LEADERBANK,N.A."
753,4,413725,3/1/16,YES,RETAIL,5988489406,FRM,PURCHASE,MA,Feb-46,2,1,34,4,360,95,413725,PRINCIPAL,SF,"LEADERBANK,N.A."
703,3.875,332500,3/1/16,NO,RETAIL,5988489407,FRM,PURCHASE,MA,Feb-46,2,1,42,3.875,360,70,332500,PRINCIPAL,SF,"LEADERBANK,N.A."
790,3.875,496000,3/1/16,NO,RETAIL,5988489408,FRM,PURCHASE,MA,Feb-46,1,1,43,3.875,360,80,496000,PRINCIPAL,SF,"LEADERBANK,N.A."
683,3.875,410000,3/1/16,YES,RETAIL,5988489409,FRM,PURCHASE,MA,Feb-46,1,1,30,3.875,360,68,410000,PRINCIPAL,CONDO,"LEADERBANK,N.A."
776,3.75,377625,3/1/16,NO,RETAIL,5988489410,FRM,PURCHASE,MA,Feb-46,2,1,44,3.75,360,95,377625,PRINCIPAL,SF,"LEADERBANK,N.A."
796,4.125,187122.94,11/1/15,YES,CORRESPONDENT,5988489412,FRM,PURCHASE,UT,Oct-45,2,1,45,4.125,360,80,187920,PRINCIPAL,CONDO,"AMERIHOMEMORTGAGECOMPANY,LLC"
752,4.125,270000,3/1/16,NO,RETAIL,5988489414,FRM,REFINANCE,MO,Feb-46,2,1,29,4.125,360,71,270000,PRINCIPAL,PUD,CORNERSTONEMORTGAGEINC.
755,4.5,157500,3/1/16,YES,RETAIL,5988489432,FRM,PURCHASE,CO,Feb-46,2,1,24,4.5,360,90,157500,PRINCIPAL,CONDO,"COMMERCEHOMEMORTGAGE,INC."
755,4.25,290150,3/1/16,NO,RETAIL,5988489438,FRM,REFINANCE,CO,Feb-46,1,1,33,4.25,360,76,290150,PRINCIPAL,SF,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
804,4,391000,3/1/16,NO,CORRESPONDENT,5988489444,FRM,PURCHASE,UT,Feb-46,1,1,29,4,360,73,391000,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
765,4,285475,3/1/16,NO,CORRESPONDENT,5988489448,FRM,PURCHASE,UT,Feb-46,2,1,30,4,360,95,285475,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
706,4.25,351900,3/1/16,YES,RETAIL,5988489451,FRM,PURCHASE,TX,Feb-46,1,1,30,4.25,360,90,351900,PRINCIPAL,PUD,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
740,4.375,164334,3/1/16,NO,RETAIL,5988489455,FRM,PURCHASE,CA,Feb-46,2,1,40,4.375,360,90,164334,SECOND,CONDO,ROUNDPOINTMORTGAGESERVICINGCORPORATIO
784,3.875,404000,3/1/16,NO,BROKER,5988489459,FRM,REFINANCE,CA,Feb-46,2,1,44,3.875,360,49,404000,SECOND,SF,BAY-VALLEYMORTGAGEGROUP
693,4,138400,3/1/16,YES,RETAIL,5988489462,FRM,PURCHASE,CA,Feb-46,1,1,43,4,360,80,138400,PRINCIPAL,SF,"MUFGUNIONBANK,NATIONALASSOCIATION"
784,4.25,157100,3/1/16,NO,RETAIL,5988489463,FRM,REFINANCE,CA,Feb-46,1,1,41,4.25,360,66,157100,PRINCIPAL,PUD,"MUFGUNIONBANK,NATIONALASSOCIATION"
778,4.125,142500,2/1/16,YES,RETAIL,5988489464,FRM,PURCHASE,CA,Jan-46,1,1,41,4.125,360,95,142500,PRINCIPAL,SF,"MUFGUNIONBANK,NATIONALASSOCIATION"
648,3.875,47148.81,2/1/16,NO,RETAIL,5988489465,FRM,REFINANCE,CA,Jan-46,1,1,24,3.875,360,17,47500,PRINCIPAL,SF,"MUFGUNIONBANK,NATIONALASSOCIATION"
655,4,264000,3/1/16,NO,RETAIL,5988489466,FRM,REFINANCE,CA,Feb-46,2,1,32,4,360,80,264000,PRINCIPAL,SF,"MUFGUNIONBANK,NATIONALASSOCIATION"
730,4.125,400800,3/1/16,NO,RETAIL,5988489468,FRM,REFINANCE,WA,Feb-46,2,1,22,4.125,360,80,400800,PRINCIPAL,SF,SALALCREDITUNION
789,4.625,146810.77,1/1/16,NO,RETAIL,5988489470,FRM,PURCHASE,CA,Dec-45,2,1,16,4.625,360,48,147000,INVESTOR,SF,"MUFGUNIONBANK,NATIONALASSOCIATION"
787,4.125,340000,3/1/16,NO,RETAIL,5988489471,FRM,PURCHASE,VA,Feb-46,1,1,42,4.125,360,85,340000,PRINCIPAL,PUD,FAIRWAYINDEPENDENTMORTGAGECORPORATION
740,4,248000,3/1/16,NO,BROKER,5988489503,FRM,REFINANCE,IL,Feb-46,1,1,33,4,360,77,248000,PRINCIPAL,SF,MATRIXFINANCIALSERVICESCORPORATION
799,4.25,178400,3/1/16,NO,RETAIL,5988489504,FRM,PURCHASE,CO,Feb-46,1,1,45,4.25,360,80,178400,PRINCIPAL,CONDO,"COMMERCEHOMEMORTGAGE,INC."
784,4.75,59611.52,1/1/16,NO,RETAIL,5988489505,FRM,PURCHASE,CA,Dec-45,1,1,39,4.75,360,58,60000,INVESTOR,SF,"MUFGUNIONBANK,NATIONALASSOCIATION"
811,3.75,185000,3/1/16,NO,RETAIL,5988489508,FRM,REFINANCE,CA,Feb-36,2,1,22,3.75,240,33,185000,PRINCIPAL,SF,REDWOODCREDITUNION
795,4,341500,2/1/16,NO,RETAIL,5988489512,FRM,REFINANCE,CA,Jan-46,1,1,32,4,360,61,341500,PRINCIPAL,SF,REDWOODCREDITUNION
792,4,187500,2/1/16,NO,RETAIL,5988489513,FRM,REFINANCE,CA,Jan-46,2,1,45,4,360,43,187500,PRINCIPAL,SF,REDWOODCREDITUNION
730,4.25,412000,2/1/16,NO,RETAIL,5988489514,FRM,REFINANCE,CA,Jan-46,2,1,28,4.25,360,80,412000,PRINCIPAL,SF,REDWOODCREDITUNION
700,4,92625,3/1/16,YES,RETAIL,5988489519,FRM,PURCHASE,TX,Feb-46,2,1,43,4,360,95,92625,PRINCIPAL,PUD,"BOKF,NATIONALASSOCIATION"
750,3.875,294000,3/1/16,NO,RETAIL,5988489520,FRM,REFINANCE,NE,Feb-46,2,1,35,3.875,360,79,294000,PRINCIPAL,SF,CENTRALMORTGAGECOMPANY
738,4.25,244000,3/1/16,YES,RETAIL,5988489524,FRM,PURCHASE,CO,Feb-46,1,1,33,4.25,360,80,244000,PRINCIPAL,SF,"COMMERCEHOMEMORTGAGE,INC."
787,3.75,200000,3/1/16,NO,RETAIL,5988489525,FRM,REFINANCE,CA,Feb-46,1,1,23,3.75,360,33,200000,PRINCIPAL,SF,SCHOOLSFIRSTFEDERALCREDITUNION
811,3.75,388900,3/1/16,NO,RETAIL,5988489526,FRM,REFINANCE,CA,Feb-46,1,1,39,3.75,360,71,388900,PRINCIPAL,PUD,SCHOOLSFIRSTFEDERALCREDITUNION
796,4.125,212000,3/1/16,NO,RETAIL,5988489527,FRM,REFINANCE,CA,Feb-46,2,1,14,4.125,360,52,212000,PRINCIPAL,CONDO,SCHOOLSFIRSTFEDERALCREDITUNION
795,4,277000,3/1/16,NO,RETAIL,5988489529,FRM,REFINANCE,CA,Feb-46,2,1,33,4,360,69,277000,PRINCIPAL,SF,SCHOOLSFIRSTFEDERALCREDITUNION
695,4.5,291000,3/1/16,NO,RETAIL,5988489531,FRM,REFINANCE,CA,Feb-46,1,1,42,4.5,360,60,291000,SECOND,CONDO,SECURITYNATIONALMORTGAGE
769,4.25,270750,3/1/16,NO,RETAIL,5988489534,FRM,PURCHASE,AZ,Feb-46,1,1,36,4.25,360,95,270750,PRINCIPAL,SF,MATRIXFINANCIALSERVICESCORPORATION
672,4.25,304000,3/1/16,YES,RETAIL,5988489535,FRM,PURCHASE,WA,Feb-46,1,1,34,4.25,360,95,304000,PRINCIPAL,SF,WASHINGTONSTATEEMPLOYEESCREDITUNION
731,4,235000,3/1/16,NO,RETAIL,5988489536,FRM,REFINANCE,WA,Feb-46,2,1,42,4,360,73,235000,PRINCIPAL,SF,WASHINGTONSTATEEMPLOYEESCREDITUNION
678,4.625,98000,3/1/16,NO,RETAIL,5988489537,FRM,PURCHASE,HI,Feb-46,1,1,39,4.625,360,90,98000,SECOND,CONDO,CENTRALPACIFICBANK
