nb_loan_number nb_original_balance nb_original_fico nb_debt_ratio nb_original_rate nb_original_ltv nb_original_cltv nb_unit_count nb_original_term nb_io_term nb_origination_date nb_maturity_date nb_purpose_code nb_occupancy_code nb_documentation_type_code nb_property_type_code nb_property_zip_code
187 198455.00 617 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 34235
188 225000.00 636 NULL NULL 86.5400 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 34117
189 81250.00 513 NULL NULL 72.5400 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs Condo 34212
190 132000.00 555 NULL NULL 75.4300 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 33990
191 253600.00 533 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 33328
192 200000.00 599 NULL NULL 51.2800 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 33548
193 124000.00 651 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 32117
194 150400.00 686 NULL NULL 80.0000 98.0900 1 360 60 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs PUD 32218
195 189905.00 626 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs Condo 34203
196 76000.00 574 NULL NULL 73.7900 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 33801
197 150000.00 623 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-01 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 33161
198 324000.00 663 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner LimitedDocs PUD 33414
199 196650.00 595 NULL NULL 95.0000 0.0000 1 360 NULL 2004-06-22 2034-07-01 RefiWithCash Owner AllDocs SingleFamily 20744
200 315000.00 634 NULL NULL 90.0000 0.0000 1 360 NULL 2004-06-28 2034-07-01 Purchase Second LimitedDocs SingleFamily 21401
201 182320.00 621 NULL NULL 80.0000 100.0000 1 360 NULL 2004-07-20 2034-08-01 Purchase Owner AllDocs SingleFamily 22603
202 128000.00 593 NULL NULL 84.7700 0.0000 1 360 NULL 2004-08-03 2034-08-01 RefiWithCash Owner AllDocs Condo 20110
203 224000.00 509 NULL NULL 80.5800 0.0000 1 360 NULL 2004-08-13 2034-09-01 Refi Owner AllDocs SingleFamily 20707
204 112200.00 663 NULL NULL 85.0000 0.0000 1 360 NULL 2004-09-22 2034-10-01 RefiWithCash NotOwner AllDocs SingleFamily 22960
205 100000.00 649 NULL NULL 62.5000 91.2500 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 23608
206 86670.00 678 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash NotOwner AllDocs SingleFamily 23661
207 75650.00 569 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 23224
208 197750.00 584 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-09 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 23321
209 208000.00 535 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs PUD 20886
210 55250.00 552 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 24016
211 106500.00 571 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 23464
212 149600.00 654 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs PUD 18301
213 188100.00 534 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 23323
214 146000.00 672 NULL NULL 71.2200 0.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash NotOwner AllDocs SingleFamily 20744
215 92800.00 546 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash NotOwner AllDocs SingleFamily 23325
216 202360.00 638 NULL NULL 80.0000 100.0000 1 360 60 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 24153
217 139500.00 506 NULL NULL 69.7500 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 22630
218 177000.00 601 NULL NULL 73.7500 0.0000 1 360 60 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 22407
219 180000.00 615 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 22601
220 78850.00 611 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 23502
221 124000.00 615 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs Condo 20109
222 113900.00 556 NULL NULL 85.0000 0.0000 1 360 NULL 2004-12-21 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 23605
223 207000.00 729 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase NotOwner LimitedDocs PUD 20175
224 52500.00 567 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 23141
225 306400.00 681 NULL NULL 80.0000 100.0000 1 360 60 2004-11-30 2034-12-01 Purchase Owner AllDocs Condo 20850
226 79200.00 612 NULL NULL 90.0000 0.0000 1 360 NULL 2004-12-10 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 24416
227 77000.00 512 NULL NULL 61.6000 0.0000 1 360 NULL 2004-09-14 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 60624
228 58500.00 592 NULL NULL 90.0000 0.0000 1 360 NULL 2004-07-23 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 46409
229 63000.00 593 NULL NULL 90.0000 0.0000 1 360 NULL 2004-07-16 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 63740
230 58500.00 683 NULL NULL 90.0000 0.0000 1 360 NULL 2004-08-03 2034-08-01 Purchase NotOwner LimitedDocs SingleFamily 46613
231 62400.00 608 NULL NULL 80.0000 100.0000 1 360 NULL 2004-08-27 2034-09-01 Purchase Owner AllDocs SingleFamily 62951
232 82800.00 687 NULL NULL 90.0000 0.0000 2 360 NULL 2004-08-31 2034-09-01 RefiWithCash NotOwner AllDocs Multi 46408
233 64000.00 608 NULL NULL 80.0000 100.0000 1 360 NULL 2004-08-12 2034-09-01 Purchase Owner AllDocs SingleFamily 46807
234 80000.00 577 NULL NULL 61.5400 0.0000 1 360 NULL 2004-09-15 2034-10-01 RefiWithCash Owner AllDocs Condo 60194
235 61750.00 754 NULL NULL 95.0000 0.0000 1 360 NULL 2004-09-30 2034-10-01 Purchase NotOwner AllDocs SingleFamily 60411
236 114000.00 632 NULL NULL 95.0000 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 61821
237 68500.00 572 NULL NULL 88.9600 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 61604
238 126000.00 580 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 60429
239 52000.00 516 NULL NULL 80.0000 0.0000 1 360 NULL 2004-10-20 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 62203
240 79688.00 548 NULL NULL 45.6700 0.0000 1 360 NULL 2004-11-03 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 60649
241 104000.00 584 NULL NULL 80.0000 0.0000 2 360 NULL 2004-11-01 2034-11-01 RefiWithCash NotOwner AllDocs Multi 60619
242 132796.00 506 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 63379
243 190000.00 623 NULL NULL 95.0000 0.0000 1 360 NULL 2004-12-01 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 46391
244 156750.00 718 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 64130
245 209000.00 692 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs Condo 60074
246 104000.00 677 NULL NULL 77.0400 96.3000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 64068
247 167750.00 617 NULL NULL 52.7900 0.0000 1 360 NULL 2004-12-03 2035-01-01 Purchase Owner LimitedDocs SingleFamily 60148
248 114400.00 527 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 66062
249 122250.00 660 NULL NULL 75.0000 0.0000 1 360 NULL 2004-01-01 2034-01-01 RefiWithCash Owner AllDocs SingleFamily 76201
250 121600.00 613 NULL NULL 80.0000 0.0000 1 360 NULL 2004-06-15 2034-07-01 RefiWithCash Owner AllDocs SingleFamily 77706
251 63600.00 537 NULL NULL 80.0000 0.0000 1 360 NULL 2004-06-11 2034-07-01 RefiWithCash Owner AllDocs SingleFamily 76111
252 100000.00 603 NULL NULL 76.3400 0.0000 1 360 NULL 2004-07-30 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 75232
253 200000.00 542 NULL NULL 80.0000 0.0000 1 360 NULL 2004-07-21 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 78355
254 243750.00 540 NULL NULL 75.0000 0.0000 1 360 NULL 2004-07-21 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 76034
255 54400.00 566 NULL NULL 80.0000 0.0000 1 180 NULL 2004-06-28 2019-07-01 RefiWithCash Owner AllDocs SingleFamily 76111
256 88800.00 588 NULL NULL 80.0000 0.0000 1 360 NULL 2004-07-28 2034-08-01 RefiWithCash Owner LimitedDocs SingleFamily 75208
257 80000.00 556 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-01 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 77449
258 72000.00 524 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-10 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 75159
259 70400.00 558 NULL NULL 80.0000 0.0000 1 360 NULL 2004-07-26 2034-08-01 RefiWithCash NotOwner LimitedDocs SingleFamily 76016
260 62400.00 558 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-09 2034-09-01 RefiWithCash NotOwner LimitedDocs SingleFamily 76015
261 104000.00 671 NULL NULL 80.0000 0.0000 1 360 NULL 2004-07-26 2034-08-01 RefiWithCash Owner NoDocs SingleFamily 78745
262 137000.00 632 NULL NULL 78.7400 0.0000 1 360 NULL 2004-07-31 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 76002
263 52000.00 505 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-10 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 75217
264 64800.00 519 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-16 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 79925
265 122400.00 529 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-17 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 75040
266 87600.00 544 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-30 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 75115
267 72000.00 538 NULL NULL 80.0000 0.0000 1 360 NULL 2004-10-05 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 76112
268 102400.00 521 NULL NULL 80.0000 0.0000 1 360 NULL 2004-09-30 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 75006
269 90000.00 NULL NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-01 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 75217
270 184000.00 595 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-08 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 76226
271 117800.00 583 NULL NULL 95.0000 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 48205
272 168800.00 513 NULL NULL 73.7100 0.0000 1 360 NULL 2004-11-09 2034-12-01 Refi Owner LimitedDocs PUD 75035
273 110400.00 508 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-03 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 75149
274 240000.00 688 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 76462
275 116000.00 588 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 75109
276 130800.00 513 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 75007
277 82000.00 606 NULL NULL 77.3600 0.0000 1 360 NULL 2004-11-12 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 75043
278 143935.00 623 NULL NULL 80.0000 95.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner LimitedDocs PUD 75126
279 140000.00 515 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-01 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 75214
280 126750.00 564 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-06 2035-01-01 Refi Owner AllDocs SingleFamily 75002
281 179600.00 629 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 76058
282 123920.00 694 NULL NULL 80.0000 90.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 75069
283 152000.00 642 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 46310
284 158000.00 622 NULL NULL 79.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs Condo 33027
285 108750.00 584 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-03 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 76050
286 195000.00 686 NULL NULL 79.5200 0.0000 1 360 NULL 2004-11-24 2034-12-01 Purchase Owner NoDocs PUD 75034
287 82000.00 549 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-09 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 53218
288 104550.00 582 NULL NULL 85.0000 0.0000 1 360 NULL 2004-10-06 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 56560
289 261000.00 590 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 52211
290 101600.00 612 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 53218
291 94000.00 641 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-26 2034-12-01 Purchase Owner AllDocs SingleFamily 53083
292 116000.00 523 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 54971
293 216800.00 620 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 55119
294 246500.00 524 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 55443
295 198000.00 652 NULL NULL 77.6500 97.0600 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 53090
296 88500.00 608 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 56093
297 124800.00 534 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 56132
298 174300.00 657 NULL NULL 89.8500 0.0000 1 360 NULL 2004-11-18 2034-12-01 Purchase Owner LimitedDocs SingleFamily 55411
299 209950.00 514 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 55433
300 186400.00 671 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash NotOwner LimitedDocs SingleFamily 55372
301 155000.00 583 NULL NULL 70.4500 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 55410
302 91000.00 600 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 54639
303 266250.00 563 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 55407
304 134400.00 590 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 53098
305 148000.00 655 NULL NULL 78.3100 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 55044
306 99995.00 580 NULL NULL 61.7300 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 55076
307 138400.00 509 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 53128
308 165000.00 520 NULL NULL 72.6900 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 55308
309 105000.00 531 NULL NULL 73.6800 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 54915
310 189125.00 610 NULL NULL 85.0000 0.0000 1 360 60 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 56385
311 120000.00 581 NULL NULL 88.8900 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 53168
312 85500.00 668 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-02 2035-01-01 Purchase Owner AllDocs SingleFamily 53405
313 205000.00 562 NULL NULL 63.6600 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 53132
314 301000.00 502 NULL NULL 70.0000 0.0000 1 360 NULL 2004-12-06 2035-01-01 RefiWithCash Owner LimitedDocs SingleFamily 55121
315 145350.00 531 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 53511
316 152000.00 541 NULL NULL 67.5600 0.0000 1 360 NULL 2004-07-30 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 47122
317 76500.00 529 NULL NULL 90.0000 0.0000 1 360 NULL 2004-08-03 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 45601
318 106000.00 614 NULL NULL 80.0000 100.0000 1 360 NULL 2004-08-06 2034-08-01 Purchase Owner AllDocs SingleFamily 45653
319 68000.00 596 NULL NULL 85.0000 0.0000 1 360 NULL 2004-08-31 2034-09-01 Refi Owner AllDocs SingleFamily 43605
320 152100.00 672 NULL NULL 90.0000 0.0000 4 360 NULL 2004-08-26 2034-09-01 Purchase NotOwner LimitedDocs Multi 45805
321 152100.00 672 NULL NULL 90.0000 0.0000 4 360 NULL 2004-08-26 2034-09-01 Purchase NotOwner LimitedDocs Multi 45801
322 56800.00 581 NULL NULL 80.0000 0.0000 1 360 NULL 2004-09-10 2034-10-01 Purchase Owner LimitedDocs SingleFamily 43219
323 206100.00 690 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 41008
324 195120.00 653 NULL NULL 80.0000 100.0000 1 360 NULL 2004-10-12 2034-11-01 Purchase Owner LimitedDocs SingleFamily 43143
325 67500.00 508 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-08 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 40211
326 65000.00 500 NULL NULL 76.4700 0.0000 1 360 NULL 2004-11-08 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 42634
327 165000.00 625 NULL NULL 80.4900 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 43146
328 51000.00 601 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 45503
329 171750.00 538 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 44813
330 152900.00 682 NULL NULL 94.9700 0.0000 2 360 NULL 2004-11-24 2034-12-01 Purchase NotOwner AllDocs Multi 45805
331 104000.00 547 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-18 2034-12-01 Purchase Owner LimitedDocs SingleFamily 43420
332 190000.00 626 NULL NULL 63.3300 0.0000 1 360 60 2004-11-17 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 43209
333 76500.00 NULL NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase NotOwner LimitedDocs SingleFamily 43228
334 114300.00 562 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 45338
335 106200.00 572 NULL NULL 89.3200 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 45628
336 59850.00 582 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner AllDocs SingleFamily 45801
337 101500.00 555 NULL NULL 71.4800 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 44070
338 95200.00 629 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-26 2034-12-01 Purchase Owner AllDocs SingleFamily 44319
339 68000.00 621 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 43162
340 55500.00 615 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-01 2035-01-01 RefiWithCash NotOwner LimitedDocs SingleFamily 43207
341 111300.00 532 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner LimitedDocs SingleFamily 43701
342 164800.00 614 NULL NULL 80.0000 100.0000 1 360 60 2004-07-28 2034-08-01 Purchase Owner AllDocs SingleFamily 2908
343 186500.00 670 NULL NULL 69.0700 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 12526
344 95625.00 600 NULL NULL 85.0000 0.0000 1 360 NULL 2004-08-23 2034-09-01 Purchase NotOwner LimitedDocs SingleFamily 6511
345 230400.00 683 NULL NULL 90.0000 0.0000 3 360 NULL 2004-08-11 2034-09-01 RefiWithCash NotOwner AllDocs Multi 12401
346 51000.00 596 NULL NULL 85.0000 0.0000 2 180 NULL 2004-11-22 2019-12-01 Refi Owner AllDocs Multi 14215
347 120250.00 511 NULL NULL 65.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11727
348 205000.00 518 NULL NULL 61.1900 0.0000 1 360 NULL 2004-11-09 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11413
349 106400.00 533 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-01 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 14840
350 175000.00 519 NULL NULL 71.4300 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 6492
351 110000.00 560 NULL NULL 64.7100 0.0000 1 360 NULL 2004-11-18 2034-12-01 Purchase Owner AllDocs SingleFamily 6418
352 125600.00 645 NULL NULL 80.0000 100.0000 2 360 NULL 2004-11-15 2034-12-01 Purchase Owner AllDocs Multi 6096
353 292500.00 519 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11575
354 106200.00 771 NULL NULL 90.0000 0.0000 4 360 NULL 2004-11-23 2034-12-01 Purchase NotOwner AllDocs Multi 14607
355 94500.00 629 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 12788
356 356500.00 629 NULL NULL 82.6200 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner LimitedDocs SingleFamily 11735
357 204000.00 692 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-05 2034-12-01 Purchase Owner LimitedDocs SingleFamily 12401
358 95000.00 601 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-12 2034-12-01 Purchase Owner AllDocs SingleFamily 14624
359 306000.00 533 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-01 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11434
360 181200.00 645 NULL NULL 80.0000 95.0000 1 360 NULL 2004-11-12 2034-12-01 Purchase Owner LimitedDocs SingleFamily 6074
361 212500.00 525 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 12508
362 114750.00 611 NULL NULL 85.0000 0.0000 2 360 NULL 2004-11-12 2034-12-01 RefiWithCash NotOwner LimitedDocs Multi 12208
363 98000.00 550 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 6118
364 187000.00 544 NULL NULL 55.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 6437
365 240000.00 690 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 Purchase Owner LimitedDocs SingleFamily 11950
366 88000.00 747 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-18 2034-12-01 Purchase Owner AllDocs Condo 6451
367 275000.00 564 NULL NULL 55.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 6801
368 76000.00 723 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner NoDocs SingleFamily 12837
369 197200.00 601 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 Refi Owner LimitedDocs SingleFamily 6479
370 299250.00 614 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11772
371 154755.00 643 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Owner LimitedDocs SingleFamily 6770
372 307800.00 662 NULL NULL 76.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 6795
373 145000.00 506 NULL NULL 58.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11746
374 128800.00 601 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 6492
375 140000.00 639 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner AllDocs SingleFamily 6010
376 195300.00 598 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 1832
377 229500.00 576 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 6776
