nb_loan_number nb_original_balance nb_original_fico nb_debt_ratio nb_original_rate nb_original_ltv nb_original_cltv nb_unit_count nb_original_term nb_io_term nb_origination_date nb_maturity_date nb_purpose_code nb_occupancy_code nb_documentation_type_code nb_property_type_code nb_property_zip_code
378 140800.00 645 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 6095
379 375200.00 699 NULL NULL 80.0000 100.0000 2 360 60 2004-11-19 2034-12-01 Purchase Owner AllDocs Multi 11233
380 268000.00 663 NULL NULL 80.0000 0.0000 2 360 NULL 2004-11-23 2034-12-01 RefiWithCash NotOwner LimitedDocs Multi 6513
381 196000.00 614 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Second LimitedDocs SingleFamily 12521
382 273000.00 575 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 11944
383 207000.00 573 NULL NULL 88.8400 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 6770
384 180000.00 671 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-14 2035-01-01 RefiWithCash Owner LimitedDocs SingleFamily 6605
385 103500.00 602 NULL NULL 90.0000 0.0000 1 360 NULL 2004-06-30 2034-07-01 RefiWithCash Owner AllDocs SingleFamily 8045
386 66500.00 636 NULL NULL 95.0000 0.0000 1 360 NULL 2004-07-27 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 15425
387 114000.00 581 NULL NULL 95.0000 0.0000 1 360 NULL 2004-07-20 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 19149
388 64000.00 581 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-03 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 17820
389 157500.00 581 NULL NULL 75.0000 0.0000 1 360 NULL 2004-10-08 2034-11-01 Purchase Owner AllDocs SingleFamily 18901
390 160000.00 536 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-18 2034-12-01 Purchase Owner AllDocs SingleFamily 19030
391 158650.00 748 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 Purchase Owner LimitedDocs SingleFamily 19056
392 80850.00 510 NULL NULL 70.0000 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 8610
393 63665.00 652 NULL NULL 85.0000 0.0000 1 360 NULL 2004-10-20 2034-11-01 RefiWithCash NotOwner LimitedDocs SingleFamily 17602
394 221600.00 573 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 18917
395 95950.00 615 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-03 2034-11-01 Purchase Owner AllDocs SingleFamily 19555
396 266000.00 648 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-16 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 8094
397 100000.00 536 NULL NULL 40.3200 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 18353
398 140000.00 602 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2035-01-01 Purchase Owner LimitedDocs SingleFamily 19154
399 171600.00 666 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-15 2035-01-01 Purchase Owner LimitedDocs PUD 18901
400 193500.00 600 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 Refi Owner LimitedDocs SingleFamily 19007
401 67000.00 756 NULL NULL 100.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 8103
402 129500.00 660 NULL NULL 89.9900 0.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner AllDocs SingleFamily 18301
403 76000.00 514 NULL NULL 66.0900 0.0000 1 360 NULL 2004-11-26 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 8071
404 127800.00 660 NULL NULL 90.0000 0.0000 1 360 60 2004-12-01 2034-12-01 Purchase Owner LimitedDocs SingleFamily 19018
405 52608.00 513 NULL NULL 51.0800 0.0000 1 360 NULL 2004-12-20 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 18403
406 396000.00 649 NULL NULL 90.0000 0.0000 2 360 NULL 2004-08-03 2034-09-01 RefiWithCash Owner LimitedDocs Multi 2125
407 105600.00 698 NULL NULL 80.0000 100.0000 1 360 NULL 2004-07-13 2034-08-01 Purchase Owner LimitedDocs SingleFamily 2908
408 145000.00 545 NULL NULL 60.4400 0.0000 1 360 NULL 2004-08-05 2034-09-01 Purchase Owner LimitedDocs SingleFamily 2702
409 233250.00 577 NULL NULL 75.0000 0.0000 1 360 NULL 2004-08-23 2034-09-01 Refi Owner LimitedDocs SingleFamily 2126
410 325000.00 723 NULL NULL 65.0000 0.0000 3 360 NULL 2004-08-30 2034-09-01 RefiWithCash Owner LimitedDocs Multi 2128
411 459200.00 662 NULL NULL 80.0000 95.0000 2 360 NULL 2004-08-25 2034-09-01 Refi Owner LimitedDocs Multi 2122
412 240350.00 672 NULL NULL 95.0000 0.0000 1 360 NULL 2004-09-15 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 4021
413 212500.00 580 NULL NULL 85.0000 0.0000 2 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs Multi 6514
414 147000.00 622 NULL NULL 70.0000 0.0000 1 360 NULL 2004-10-13 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 4005
415 171200.00 616 NULL NULL 80.0000 100.0000 1 360 NULL 2004-09-30 2034-10-01 Purchase Owner AllDocs SingleFamily 2301
416 344800.00 584 NULL NULL 80.0000 0.0000 1 360 NULL 2004-10-13 2034-11-01 Purchase Owner AllDocs SingleFamily 2919
417 215000.00 591 NULL NULL 47.2500 0.0000 1 360 NULL 2004-09-27 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 2837
418 250000.00 620 NULL NULL 58.8200 0.0000 1 360 NULL 2004-09-29 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 2035
419 157250.00 601 NULL NULL 85.0000 0.0000 2 360 NULL 2004-09-17 2034-10-01 Purchase Owner LimitedDocs Multi 1108
420 282150.00 647 NULL NULL 95.0000 0.0000 1 360 60 2004-09-30 2034-10-01 Purchase Owner AllDocs SingleFamily 2451
421 316200.00 637 NULL NULL 85.0000 0.0000 1 360 NULL 2004-10-08 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 2382
422 350000.00 648 NULL NULL 56.6300 0.0000 3 360 NULL 2004-10-12 2034-11-01 RefiWithCash Owner LimitedDocs Multi 2145
423 375000.00 661 NULL NULL 78.9500 0.0000 2 360 NULL 2004-10-04 2034-10-01 RefiWithCash Owner LimitedDocs Multi 2368
424 232000.00 673 NULL NULL 80.0000 0.0000 3 360 NULL 2004-10-08 2034-11-01 RefiWithCash NotOwner LimitedDocs Multi 1609
425 240000.00 540 NULL NULL 75.7100 0.0000 2 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs Multi 1520
426 255000.00 526 NULL NULL 79.9400 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 2302
427 304500.00 644 NULL NULL 70.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 3809
428 185000.00 640 NULL NULL 66.0700 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 2764
429 361200.00 746 NULL NULL 76.2000 0.0000 3 360 NULL 2004-11-08 2034-11-01 RefiWithCash Owner LimitedDocs Multi 2124
430 194000.00 628 NULL NULL 90.6500 0.0000 2 360 NULL 2004-11-15 2034-12-01 RefiWithCash Owner AllDocs Multi 1571
431 191250.00 594 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 3276
432 108000.00 596 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 1089
433 230000.00 604 NULL NULL 64.9700 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 1420
434 294000.00 660 NULL NULL 79.8900 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 2360
435 294000.00 535 NULL NULL 73.5000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 1583
436 183920.00 687 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs Condo 1876
437 190000.00 657 NULL NULL 58.4600 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 2136
438 158400.00 687 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-23 2034-12-01 Purchase Owner LimitedDocs SingleFamily 3255
439 255200.00 602 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 3038
440 173000.00 563 NULL NULL 73.6200 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 1504
441 205000.00 614 NULL NULL 75.6500 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 2865
442 260000.00 572 NULL NULL 65.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 1821
443 232000.00 603 NULL NULL 77.3300 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 23872
444 230400.00 697 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-29 2034-12-01 Purchase Owner LimitedDocs Condo 2766
445 228000.00 664 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-03 2035-01-01 Purchase Owner LimitedDocs SingleFamily 2191
446 56000.00 561 NULL NULL 74.6700 0.0000 1 360 NULL 2004-12-17 2035-01-01 RefiWithCash Owner AllDocs Condo 6610
447 209950.00 761 NULL NULL 95.0000 0.0000 1 360 60 2004-06-28 2034-07-01 Purchase Owner AllDocs SingleFamily 89121
448 164000.00 666 NULL NULL 80.0000 0.0000 1 360 NULL 2004-10-06 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 85018
449 194732.00 539 NULL NULL 80.0000 0.0000 1 360 NULL 2004-10-11 2034-11-01 Purchase Owner AllDocs PUD 34773
450 151200.00 630 NULL NULL 80.0000 100.0000 1 360 NULL 2004-10-19 2034-10-01 Purchase Owner AllDocs SingleFamily 89048
451 51200.00 613 NULL NULL 86.0500 0.0000 1 360 NULL 2004-09-01 2034-10-01 RefiWithCash Owner AllDocs PUD 85033
452 228727.00 602 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-05 2034-11-01 Purchase Owner AllDocs PUD 85641
453 168000.00 600 NULL NULL 80.0000 100.0000 1 360 60 2004-10-13 2034-11-01 Purchase Owner AllDocs PUD 85234
454 133600.00 603 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 Refi Owner AllDocs PUD 85747
455 225250.00 642 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-18 2034-12-01 Purchase Second LimitedDocs SingleFamily 85228
456 106000.00 575 NULL NULL 68.3900 82.1500 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 85023
457 144000.00 563 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 89107
458 205700.00 570 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs PUD 89032
459 220000.00 606 NULL NULL 80.0000 100.0000 1 360 60 2004-11-30 2034-12-01 Purchase Owner AllDocs PUD 85086
460 216000.00 645 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner LimitedDocs PUD 85715
461 130500.00 616 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner LimitedDocs Condo 89110
462 180500.00 687 NULL NULL 91.1600 0.0000 1 360 60 2004-11-19 2034-12-01 RefiWithCash Owner AllDocs PUD 89145
463 201004.00 568 NULL NULL 64.8400 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 85749
464 210000.00 569 NULL NULL 62.1300 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs PUD 89129
465 125000.00 546 NULL NULL 67.5700 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 85225
466 93200.00 643 NULL NULL 80.0000 100.0000 1 360 60 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 85220
467 245100.00 692 NULL NULL 95.0000 0.0000 1 360 60 2004-12-07 2035-01-01 Purchase Owner LimitedDocs PUD 89129
468 101250.00 514 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-14 2035-01-01 RefiWithCash Owner LimitedDocs SingleFamily 85051
469 97600.00 NULL NULL NULL 80.0000 0.0000 1 360 NULL 2004-12-17 2035-01-01 Purchase Owner LimitedDocs SingleFamily 85335
470 102125.00 712 NULL NULL 95.0000 0.0000 1 360 NULL 2004-06-30 2034-07-01 Refi Owner AllDocs SingleFamily 99205
471 189600.00 612 NULL NULL 80.0000 0.0000 1 360 NULL 2004-07-30 2034-08-01 RefiWithCash Owner LimitedDocs SingleFamily 95350
472 156800.00 543 NULL NULL 80.0000 0.0000 1 360 NULL 2004-09-15 2034-10-01 RefiWithCash Owner AllDocs PUD 97060
473 100000.00 559 NULL NULL 74.0700 0.0000 1 360 NULL 2004-10-01 2034-10-01 RefiWithCash Owner AllDocs SingleFamily 97203
474 163924.00 678 NULL NULL 80.0000 100.0000 1 360 60 2004-09-17 2034-10-01 Purchase Owner LimitedDocs SingleFamily 98271
475 152000.00 639 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-12 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 46818
476 185300.00 609 NULL NULL 85.0000 0.0000 1 360 NULL 2004-09-30 2034-10-01 RefiWithCash Owner LimitedDocs PUD 64060
477 120000.00 593 NULL NULL 58.5400 0.0000 1 360 NULL 2004-10-18 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 98406
478 130000.00 563 NULL NULL 71.0400 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 47802
479 240000.00 609 NULL NULL 73.8500 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner LimitedDocs PUD 33912
480 152000.00 641 NULL NULL 80.0000 0.0000 1 360 NULL 2004-10-29 2034-11-01 RefiWithCash Owner AllDocs SingleFamily 98375
481 219500.00 532 NULL NULL 71.7300 0.0000 1 360 NULL 2004-10-29 2034-11-01 Refi Owner AllDocs SingleFamily 89460
482 120000.00 525 NULL NULL 75.0000 95.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner AllDocs SingleFamily 99114
483 277500.00 545 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 93635
484 192000.00 675 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash Owner LimitedDocs PUD 59901
485 68000.00 633 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 98531
486 160800.00 608 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-03 2034-11-01 Purchase Owner AllDocs SingleFamily 98270
487 83200.00 626 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-08 2034-12-01 Purchase Owner AllDocs SingleFamily 37042
488 276000.00 704 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 98387
489 52800.00 600 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 83647
490 168000.00 638 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-18 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 98390
491 210500.00 613 NULL NULL 88.4500 0.0000 1 360 NULL 2004-11-19 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 89431
492 107200.00 658 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 97266
493 106000.00 651 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner LimitedDocs SingleFamily 83686
494 178544.00 641 NULL NULL 80.0000 100.0000 1 360 60 2004-12-13 2035-01-01 Purchase Owner AllDocs PUD 98375
495 92800.00 629 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-03 2034-12-01 Purchase Owner AllDocs SingleFamily 97838
496 240000.00 618 NULL NULL 80.0000 100.0000 1 360 60 2004-11-23 2034-12-01 Purchase Owner AllDocs SingleFamily 98107
497 194400.00 700 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs PUD 83706
498 175000.00 657 NULL NULL 85.3700 0.0000 1 360 NULL 2004-12-06 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 97457
499 149000.00 570 NULL NULL 59.8400 0.0000 1 360 NULL 2004-12-02 2034-12-01 Purchase Owner AllDocs PUD 83706
500 154800.00 594 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 97266
501 151525.00 617 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Refi Owner AllDocs SingleFamily 97266
502 196000.00 570 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs PUD 89506
503 114000.00 603 NULL NULL 95.0000 0.0000 1 360 NULL 2004-12-02 2034-12-01 Purchase Owner AllDocs Condo 98204
504 123000.00 668 NULL NULL 57.4800 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash NotOwner LimitedDocs SingleFamily 98802
505 308000.00 674 NULL NULL 80.0000 100.0000 1 360 60 2004-12-01 2034-12-01 Purchase Owner LimitedDocs Condo 98121
506 131992.00 639 NULL NULL 80.0000 100.0000 1 360 60 2004-12-10 2035-01-01 Purchase Owner AllDocs SingleFamily 98418
507 131250.00 542 NULL NULL 75.0000 0.0000 1 360 NULL 2004-12-22 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 59808
508 93002.00 624 NULL NULL 71.5400 0.0000 1 360 NULL 2004-12-22 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 59901
509 118976.00 649 NULL NULL 80.0000 100.0000 1 360 60 2004-12-27 2035-01-01 Purchase Owner AllDocs SingleFamily 98284
510 216000.00 540 NULL NULL 80.0000 0.0000 1 360 NULL 2004-08-04 2034-08-01 RefiWithCash Owner AllDocs SingleFamily 27536
511 109000.00 526 NULL NULL 74.1500 0.0000 1 360 NULL 2004-08-25 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 30294
512 72900.00 675 NULL NULL 90.0000 0.0000 1 360 NULL 2004-08-26 2034-09-01 RefiWithCash NotOwner LimitedDocs SingleFamily 29505
513 72900.00 675 NULL NULL 90.0000 0.0000 1 360 NULL 2004-08-26 2034-09-01 Refi NotOwner LimitedDocs SingleFamily 29505
514 288000.00 639 NULL NULL 90.0000 0.0000 1 360 NULL 2004-09-07 2034-10-01 Refi Owner LimitedDocs SingleFamily 35761
515 270000.00 662 NULL NULL 90.0000 0.0000 1 360 NULL 2004-12-01 2035-01-01 Purchase Owner LimitedDocs SingleFamily 21220
516 215920.00 633 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-29 2034-12-01 Purchase Owner AllDocs SingleFamily 23831
517 120000.00 664 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-12 2034-12-01 Purchase Owner AllDocs SingleFamily 37716
518 55000.00 653 NULL NULL 84.6600 84.6600 1 360 NULL 2004-11-19 2034-12-01 Refi Owner LimitedDocs SingleFamily 33914
519 183200.00 611 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-01 2034-11-01 Purchase Owner AllDocs SingleFamily 18330
520 104000.00 561 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 23231
521 143000.00 599 NULL NULL 65.0000 0.0000 1 360 NULL 2004-12-23 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 32909
522 97600.00 534 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 34609
523 187500.00 548 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 19709
524 89600.00 564 NULL NULL 80.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 Purchase Owner LimitedDocs SingleFamily 29644
525 156750.00 694 NULL NULL 95.0000 0.0000 1 360 NULL 2004-10-29 2034-11-01 Purchase Owner LimitedDocs Condo 22003
526 134320.00 668 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-16 2034-12-01 Purchase Owner AllDocs SingleFamily 27520
527 99750.00 652 NULL NULL 95.0000 0.0000 1 360 60 2004-11-08 2034-12-01 RefiWithCash Owner AllDocs Condo 30075
528 110400.00 604 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-17 2034-12-01 Purchase Owner AllDocs SingleFamily 30035
529 73600.00 604 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner AllDocs SingleFamily 21206
530 124200.00 729 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 Purchase Owner LimitedDocs SingleFamily 32738
531 109725.00 569 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-15 2034-12-01 Purchase Owner AllDocs PUD 27610
532 196535.00 638 NULL NULL 94.0000 0.0000 1 360 NULL 2004-11-18 2034-12-01 Purchase Owner AllDocs PUD 30114
533 76000.00 NULL NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner AllDocs SingleFamily 24055
534 156616.00 697 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-24 2034-12-01 Purchase Owner LimitedDocs PUD 27606
535 114000.00 661 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-10 2034-12-01 Purchase Owner AllDocs SingleFamily 38680
536 227500.00 660 NULL NULL 65.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs PUD 21009
537 139920.00 750 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner AllDocs SingleFamily 31047
538 177450.00 558 NULL NULL 65.0000 0.0000 1 360 NULL 2004-11-22 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 20735
539 71250.00 546 NULL NULL 95.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 31206
540 175500.00 565 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-17 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 28366
541 99000.00 593 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-23 2034-12-01 RefiWithCash Owner AllDocs SingleFamily 27107
542 110020.00 638 NULL NULL 80.0000 100.0000 1 360 60 2004-12-01 2034-12-01 Purchase Owner AllDocs SingleFamily 30058
543 60800.00 NULL NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-03 2034-12-01 Purchase Owner AllDocs SingleFamily 24012
544 50625.00 672 NULL NULL 75.0000 0.0000 1 360 NULL 2004-11-19 2034-12-01 Purchase Owner NoDocs SingleFamily 28439
545 114950.00 607 NULL NULL 95.0000 0.0000 1 360 60 2004-11-24 2034-12-01 Purchase Owner AllDocs SingleFamily 29485
546 72000.00 600 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-03 2035-01-01 Purchase Owner AllDocs SingleFamily 37415
547 117600.00 652 NULL NULL 80.0000 94.9700 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 27406
548 110400.00 641 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-29 2034-12-01 RefiWithCash Owner LimitedDocs SingleFamily 23322
549 112500.00 664 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-24 2034-12-01 RefiWithCash Second AllDocs PUD 23453
550 124015.00 625 NULL NULL 85.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 Purchase Owner LimitedDocs SingleFamily 21830
551 292000.00 649 NULL NULL 80.0000 100.0000 1 360 NULL 2004-12-01 2035-01-01 Purchase Owner AllDocs PUD 20695
552 301500.00 622 NULL NULL 90.0000 0.0000 1 360 NULL 2004-11-30 2034-12-01 RefiWithCash Owner AllDocs PUD 20147
553 77200.00 628 NULL NULL 80.0000 100.0000 1 360 NULL 2004-11-22 2034-12-01 Purchase Owner AllDocs SingleFamily 43232
554 264000.00 654 NULL NULL 80.0000 100.0000 1 360 60 2004-11-30 2034-12-01 Purchase Owner AllDocs Condo 22314
555 282325.00 652 NULL NULL 80.0000 100.0000 1 360 60 2004-12-14 2035-01-01 Purchase Owner LimitedDocs Condo 30092
556 76000.00 679 NULL NULL 80.0000 0.0000 1 360 NULL 2004-12-22 2035-01-01 RefiWithCash Owner AllDocs SingleFamily 17404
557 246500.00 574 NULL NULL 85.0000 0.0000 1 360 NULL 2004-08-31 2034-09-01 Purchase Owner LimitedDocs SingleFamily 7027
558 148000.00 719 NULL NULL 80.0000 100.0000 1 360 NULL 2004-06-30 2034-07-01 Purchase Owner AllDocs SingleFamily 1420
559 188000.00 509 NULL NULL 80.0000 0.0000 1 360 NULL 2004-07-27 2034-08-01 RefiWithCash Owner LimitedDocs SingleFamily 17024
560 310000.00 550 NULL NULL 31.7900 0.0000 1 360 NULL 2004-10-12 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 11705
561 110000.00 710 NULL NULL 34.9200 0.0000 1 360 NULL 2004-07-12 2034-08-01 RefiWithCash Owner LimitedDocs SingleFamily 8109
562 298700.00 603 NULL NULL 89.9900 0.0000 1 360 NULL 2004-07-30 2034-08-01 Purchase Owner AllDocs SingleFamily 8505
563 76000.00 556 NULL NULL 80.0000 0.0000 2 360 NULL 2004-08-11 2034-09-01 RefiWithCash Owner AllDocs Multi 13501
564 234500.00 544 NULL NULL 71.7100 0.0000 1 360 NULL 2004-08-31 2034-09-01 RefiWithCash Owner LimitedDocs SingleFamily 14618
565 203625.00 566 NULL NULL 75.0000 0.0000 1 360 NULL 2004-09-24 2034-10-01 Refi Owner AllDocs SingleFamily 1463
566 200000.00 643 NULL NULL 51.2800 0.0000 1 360 NULL 2004-08-31 2034-09-01 RefiWithCash Owner AllDocs SingleFamily 8527
567 197100.00 618 NULL NULL 91.6700 0.0000 1 360 NULL 2004-08-30 2034-09-01 RefiWithCash Second AllDocs SingleFamily 3818
568 284800.00 634 NULL NULL 80.0000 100.0000 2 360 NULL 2004-09-30 2034-10-01 Purchase Owner AllDocs Multi 1844
569 109400.00 516 NULL NULL 78.1400 0.0000 1 360 NULL 2004-09-22 2034-10-01 RefiWithCash Owner LimitedDocs SingleFamily 6002
570 304000.00 593 NULL NULL 80.0000 0.0000 1 360 NULL 2004-09-30 2034-10-01 Purchase Owner LimitedDocs SingleFamily 2150
571 103500.00 502 NULL NULL 66.7700 0.0000 1 360 NULL 2004-10-25 2034-11-01 RefiWithCash Owner LimitedDocs SingleFamily 12746
