Borrower_id,CrntRgstn_st,DRP_hasBankrupt,DRP_hasBond,DRP_hasCivilJudc,DRP_hasCriminal,DRP_hasCustComp,DRP_hasInvstgn,DRP_hasJudgment,DRP_hasRegAction,DRP_hasTermination,Info_actvAGReg,Score
717,1,0,1,1,1,1,1,1,1,1,0,4765.461093
2028,1,0,1,1,1,1,1,1,1,1,0,4765.461093
5856,1,0,1,1,1,1,1,1,1,0,1,4765.461093
6565,1,0,1,1,1,1,1,1,1,1,0,4765.461093
7587,1,0,1,1,1,1,1,1,1,1,0,4765.461093
7623,1,0,1,1,1,1,1,1,1,1,0,4765.461093
9869,1,0,1,1,1,1,1,1,1,1,0,4765.461093
10286,1,0,1,1,1,1,1,1,1,1,0,4765.461093
15276,1,0,1,1,1,1,1,1,1,1,0,4765.461093
16135,1,0,1,1,1,1,1,1,1,1,0,4765.461093
18137,1,0,1,1,1,1,1,1,1,1,0,4765.461093
18398,1,0,1,1,1,1,1,1,1,1,0,4765.461093
19548,1,0,1,1,1,1,1,1,1,1,0,4765.461093
20254,1,0,1,1,1,1,1,1,1,1,0,4765.461093
20746,1,0,1,1,1,1,1,1,1,1,0,4765.461093
21075,1,0,1,1,1,1,1,1,1,1,0,4765.461093
21996,1,0,1,1,1,1,1,1,1,1,0,4765.461093
22117,1,0,1,1,1,1,1,1,1,1,0,4765.461093
22136,1,0,1,1,1,1,1,1,1,1,0,4765.461093
22406,1,0,1,1,1,1,1,1,1,1,0,4765.461093
23046,1,0,1,1,1,1,1,1,1,1,0,4765.461093
23895,1,0,1,1,1,1,1,1,1,1,0,4765.461093
24043,1,0,1,1,1,1,1,1,1,1,0,4765.461093
24314,1,0,1,1,1,1,1,1,1,1,0,4765.461093
25709,1,0,1,1,1,1,1,1,1,1,0,4765.461093
26055,1,0,1,1,1,1,1,1,1,1,0,4765.461093
26102,1,0,1,1,1,1,1,1,1,1,0,4765.461093
26463,1,0,1,1,1,1,1,1,1,1,0,4765.461093
26647,1,0,1,1,1,1,1,1,1,1,0,4765.461093
26865,1,0,1,1,1,1,1,1,1,1,0,4765.461093
27417,1,0,1,1,1,1,1,1,1,1,0,4765.461093
28140,1,0,1,1,1,1,1,1,1,1,0,4765.461093
28527,1,0,1,1,1,1,1,1,1,1,0,4765.461093
28553,1,0,1,1,1,1,1,1,1,1,0,4765.461093
28593,1,0,1,1,1,1,1,1,1,1,0,4765.461093
30225,1,0,1,1,1,1,1,1,1,1,0,4765.461093
30577,1,0,1,1,1,1,1,1,1,1,0,4765.461093
33115,1,0,1,1,1,1,1,1,1,1,0,4765.461093
34652,1,0,1,1,1,1,1,1,1,1,0,4765.461093
35599,1,0,1,1,1,1,1,1,1,1,0,4765.461093
36152,1,0,1,1,1,1,1,1,1,1,0,4765.461093
38259,1,0,1,1,1,1,1,1,1,1,0,4765.461093
39597,1,0,1,1,1,1,1,1,1,1,0,4765.461093
39964,1,0,1,1,1,1,1,1,1,1,0,4765.461093
40018,1,0,1,1,1,1,1,1,1,1,0,4765.461093
40411,1,0,1,1,1,1,1,1,1,1,0,4765.461093
40898,1,0,1,1,1,1,1,1,1,1,0,4765.461093
41568,1,0,1,1,1,1,1,1,1,1,0,4765.461093
41622,1,0,1,1,1,1,1,1,1,1,0,4765.461093
41718,1,0,1,1,1,1,1,1,1,1,0,4765.461093
42306,1,0,1,1,1,1,1,1,1,1,0,4765.461093
42649,1,0,1,1,1,1,1,1,1,1,0,4765.461093
43045,1,0,1,1,1,1,1,1,1,1,0,4765.461093
43460,1,0,1,1,1,1,1,1,1,1,0,4765.461093
43678,1,0,1,1,1,1,1,1,1,1,0,4765.461093
44092,1,0,1,1,1,1,1,1,1,1,0,4765.461093
44558,1,0,1,1,1,1,1,1,1,1,0,4765.461093
45199,1,0,1,1,1,1,1,1,1,1,0,4765.461093
45226,1,0,1,1,1,1,1,1,1,1,0,4765.461093
46089,1,0,1,1,1,1,1,1,1,1,0,4765.461093
47310,1,0,1,1,1,1,1,1,1,1,0,4765.461093
48556,1,0,1,1,1,1,1,1,1,1,0,4765.461093
49330,1,0,1,1,1,1,1,1,1,1,0,4765.461093
49459,1,0,1,1,1,1,1,1,1,1,0,4765.461093
49850,1,0,1,1,1,1,1,1,1,1,0,4765.461093
50330,1,0,1,1,1,1,1,1,1,1,0,4765.461093
50805,1,0,1,1,1,1,1,1,1,1,0,4765.461093
51160,1,0,1,1,1,1,1,1,1,1,0,4765.461093
51670,1,0,1,1,1,1,1,1,1,1,0,4765.461093
53195,1,0,1,1,1,1,1,1,1,1,0,4765.461093
54600,1,0,1,1,1,1,1,1,1,1,0,4765.461093
54804,1,0,1,1,1,1,1,1,1,1,0,4765.461093
55435,1,0,1,1,1,1,1,1,1,1,0,4765.461093
55465,1,0,1,1,1,1,1,1,1,1,0,4765.461093
55514,1,0,1,1,1,1,1,1,1,1,0,4765.461093
56608,1,0,1,1,1,1,1,1,1,1,0,4765.461093
57059,1,0,1,1,1,1,1,1,1,1,0,4765.461093
59306,1,0,1,1,1,1,1,1,1,1,0,4765.461093
59946,1,0,1,1,1,1,1,1,1,1,0,4765.461093
60237,1,0,1,1,1,1,1,1,1,1,0,4765.461093
60827,1,0,1,1,1,1,1,1,1,1,0,4765.461093
61660,1,0,1,1,1,1,1,1,1,1,0,4765.461093
62009,1,0,1,1,1,1,1,1,1,1,0,4765.461093
62250,1,0,1,1,1,1,1,1,1,1,0,4765.461093
62806,1,0,1,1,1,1,1,1,1,1,0,4765.461093
64219,1,0,1,1,1,1,1,1,1,1,0,4765.461093
65712,1,0,1,1,1,1,1,1,1,1,0,4765.461093
67046,1,0,1,1,1,1,1,1,1,1,0,4765.461093
69673,1,0,1,1,1,1,1,1,1,1,0,4765.461093
70088,1,0,1,1,1,1,1,1,1,1,0,4765.461093
70256,1,0,1,1,1,1,1,1,1,1,0,4765.461093
70448,1,0,1,1,1,1,1,1,1,1,0,4765.461093
70551,1,0,1,1,1,1,1,1,1,1,0,4765.461093
70737,1,0,1,1,1,1,1,1,1,1,0,4765.461093
72371,1,0,1,1,1,1,1,1,1,1,0,4765.461093
73942,1,0,1,1,1,1,1,1,1,1,0,4765.461093
74482,1,0,1,1,1,1,1,1,1,1,0,4765.461093
74488,1,0,1,1,1,1,1,1,1,1,0,4765.461093
78759,1,0,1,1,1,1,1,1,1,1,0,4765.461093
86161,1,0,1,1,1,1,1,1,1,1,0,4765.461093
86249,1,0,1,1,1,1,1,1,1,1,0,4765.461093
89356,1,0,1,1,1,1,1,1,1,1,0,4765.461093
89546,1,0,1,1,1,1,1,1,1,1,0,4765.461093
90997,1,0,1,1,1,1,1,1,1,1,0,4765.461093
91159,1,0,1,1,1,1,1,1,1,1,0,4765.461093
91249,1,0,1,1,1,1,1,1,1,1,0,4765.461093
92020,1,0,1,1,1,1,1,1,1,1,0,4765.461093
94033,1,0,1,1,1,1,1,1,1,1,0,4765.461093
94814,1,0,1,1,1,1,1,1,1,1,0,4765.461093
94983,1,0,1,1,1,1,1,1,1,1,0,4765.461093
95376,1,0,1,1,1,1,1,1,1,1,0,4765.461093
95925,1,0,1,1,1,1,1,1,1,1,0,4765.461093
96395,1,0,1,1,1,1,1,1,1,1,0,4765.461093
97428,1,0,1,1,1,1,1,1,1,1,0,4765.461093
98677,1,0,1,1,1,1,1,1,1,1,0,4765.461093
98953,1,0,1,1,1,1,1,1,1,1,0,4765.461093
98999,1,0,1,1,1,1,1,1,1,1,0,4765.461093
32277,0.5,1,1,0,1,0,1,1,1,1,1,4761.373613
10060,1,1,1,1,0,1,1,1,0,1,1,4679.392467
17582,1,1,1,1,0,1,1,1,0,1,1,4679.392467
12864,1,1,1,1,1,1,1,1,0,1,0,4677.372621
17928,1,1,1,1,1,1,1,1,0,1,0,4677.372621
17933,1,1,1,1,1,1,1,1,0,1,0,4677.372621
18002,1,1,1,1,1,1,1,1,0,1,0,4677.372621
19013,1,1,1,1,1,1,1,1,0,1,0,4677.372621
19163,1,1,1,1,1,1,1,1,0,1,0,4677.372621
19556,1,1,1,1,1,1,1,1,0,1,0,4677.372621
21087,1,1,1,1,1,1,1,1,0,1,0,4677.372621
22396,1,1,1,1,1,1,1,1,0,1,0,4677.372621
22502,1,1,1,1,1,1,1,1,0,1,0,4677.372621
22524,1,1,1,1,1,1,1,1,0,1,0,4677.372621
22608,1,1,1,1,1,1,1,1,0,1,0,4677.372621
22990,1,1,1,1,1,1,1,1,0,1,0,4677.372621
23258,1,1,1,1,1,1,1,1,0,1,0,4677.372621
24330,1,1,1,1,1,1,1,1,0,1,0,4677.372621
25513,1,1,1,1,1,1,1,1,0,1,0,4677.372621
25760,1,1,1,1,1,1,1,1,0,1,0,4677.372621
26807,1,1,1,1,1,1,1,1,0,1,0,4677.372621
27411,1,1,1,1,1,1,1,1,0,1,0,4677.372621
27485,1,1,1,1,1,1,1,1,0,1,0,4677.372621
27493,1,1,1,1,1,1,1,1,0,0,1,4677.372621
28029,1,1,1,1,1,1,1,1,0,1,0,4677.372621
28119,1,1,1,1,1,1,1,1,0,1,0,4677.372621
29280,1,1,1,1,1,1,1,1,0,1,0,4677.372621
29630,1,1,1,1,1,1,1,1,0,1,0,4677.372621
30788,1,1,1,1,1,1,1,1,0,0,1,4677.372621
31122,1,1,1,1,1,1,1,1,0,1,0,4677.372621
31158,1,1,1,1,1,1,1,1,0,1,0,4677.372621
31270,1,1,1,1,1,1,1,1,0,0,1,4677.372621
31839,1,1,1,1,1,1,1,1,0,1,0,4677.372621
33733,1,1,1,1,1,1,1,1,0,1,0,4677.372621
33897,1,1,1,1,1,1,1,1,0,1,0,4677.372621
34545,1,1,1,1,1,1,1,1,0,1,0,4677.372621
34855,1,1,1,1,1,1,1,1,0,1,0,4677.372621
36920,1,1,1,1,1,1,1,1,0,1,0,4677.372621
39107,1,1,1,1,1,1,1,1,0,0,1,4677.372621
40221,1,1,1,1,1,1,1,1,0,1,0,4677.372621
41834,1,1,1,1,1,1,1,1,0,1,0,4677.372621
43283,1,1,1,1,1,1,1,1,0,1,0,4677.372621
43908,1,1,1,1,1,1,1,1,0,1,0,4677.372621
47567,1,1,1,1,1,1,1,1,0,1,0,4677.372621
49180,1,1,1,1,1,1,1,1,0,1,0,4677.372621
55255,1,1,1,1,1,1,1,1,0,1,0,4677.372621
55521,1,1,1,1,1,1,1,1,0,1,0,4677.372621
59186,1,1,1,1,1,1,1,1,0,1,0,4677.372621
60518,1,1,1,1,1,1,1,1,0,1,0,4677.372621
62746,1,1,1,1,1,1,1,1,0,1,0,4677.372621
66306,1,1,1,1,1,1,1,1,0,1,0,4677.372621
67539,1,1,1,1,1,1,1,1,0,1,0,4677.372621
69628,1,1,1,1,1,1,1,1,0,1,0,4677.372621
69708,1,1,1,1,1,1,1,1,0,1,0,4677.372621
79589,1,1,1,1,1,1,1,1,0,1,0,4677.372621
85200,1,1,1,1,1,1,1,1,0,1,0,4677.372621
88589,1,1,1,1,1,1,1,1,0,1,0,4677.372621
88817,1,1,1,1,1,1,1,1,0,1,0,4677.372621
88998,1,1,1,1,1,1,1,1,0,0,1,4677.372621
90460,1,1,1,1,1,1,1,1,0,0,1,4677.372621
90549,1,1,1,1,1,1,1,1,0,1,0,4677.372621
90895,1,1,1,1,1,1,1,1,0,1,0,4677.372621
91033,1,1,1,1,1,1,1,1,0,1,0,4677.372621
91164,1,1,1,1,1,1,1,1,0,1,0,4677.372621
91602,1,1,1,1,1,1,1,1,0,1,0,4677.372621
93386,1,1,1,1,1,1,1,1,0,1,0,4677.372621
94203,1,1,1,1,1,1,1,1,0,0,1,4677.372621
94535,1,1,1,1,1,1,1,1,0,1,0,4677.372621
94704,1,1,1,1,1,1,1,1,0,1,0,4677.372621
97224,1,1,1,1,1,1,1,1,0,1,0,4677.372621
97630,1,1,1,1,1,1,1,1,0,1,0,4677.372621
98112,1,1,1,1,1,1,1,1,0,1,0,4677.372621
98813,1,1,1,1,1,1,1,1,0,1,0,4677.372621
99581,1,1,1,1,1,1,1,1,0,1,0,4677.372621
9858,1,1,1,1,1,1,1,0,1,1,0,4651.164354
13620,1,1,1,1,1,1,1,0,1,1,0,4651.164354
14359,1,1,1,1,1,1,1,0,1,1,0,4651.164354
19020,1,1,1,1,1,1,1,0,1,1,0,4651.164354
19615,1,1,1,1,1,1,1,0,1,1,0,4651.164354
20126,1,1,1,1,1,1,1,0,1,1,0,4651.164354
21444,1,1,1,1,1,1,1,0,1,1,0,4651.164354
21570,1,1,1,1,1,1,1,0,1,1,0,4651.164354
23578,1,1,1,1,1,1,1,0,1,1,0,4651.164354
24039,1,1,1,1,1,1,1,0,1,1,0,4651.164354
24148,1,1,1,1,1,1,1,0,1,1,0,4651.164354
24494,1,1,1,1,1,1,1,0,1,1,0,4651.164354
30242,1,1,1,1,1,1,1,0,1,1,0,4651.164354
31282,1,1,1,1,1,1,1,0,1,1,0,4651.164354
31425,1,1,1,1,1,1,1,0,1,1,0,4651.164354
33065,1,1,1,1,1,1,1,0,1,1,0,4651.164354
33385,1,1,1,1,1,1,1,0,1,1,0,4651.164354
33472,1,1,1,1,1,1,1,0,1,1,0,4651.164354
34537,1,1,1,1,1,1,1,0,1,1,0,4651.164354
35045,1,1,1,1,1,1,1,0,1,1,0,4651.164354
39287,1,1,1,1,1,1,1,0,1,1,0,4651.164354
43201,1,1,1,1,1,1,1,0,1,1,0,4651.164354
44728,1,1,1,1,1,1,1,0,1,1,0,4651.164354
46804,1,1,1,1,1,1,1,0,1,1,0,4651.164354
58529,1,1,1,1,1,1,1,0,1,1,0,4651.164354
59983,1,1,1,1,1,1,1,0,1,1,0,4651.164354
61860,1,1,1,1,1,1,1,0,1,1,0,4651.164354
62146,1,1,1,1,1,1,1,0,1,1,0,4651.164354
63201,1,1,1,1,1,1,1,0,1,1,0,4651.164354
67977,1,1,1,1,1,1,1,0,1,1,0,4651.164354
70285,1,1,1,1,1,1,1,0,1,1,0,4651.164354
88814,1,1,1,1,1,1,1,0,1,1,0,4651.164354
89179,1,1,1,1,1,1,1,0,1,1,0,4651.164354
89798,1,1,1,1,1,1,1,0,1,1,0,4651.164354
92287,1,1,1,1,1,1,1,0,1,1,0,4651.164354
92688,1,1,1,1,1,1,1,0,1,1,0,4651.164354
92837,1,1,1,1,1,1,1,0,1,1,0,4651.164354
93609,1,1,1,1,1,1,1,0,1,1,0,4651.164354
94785,1,1,1,1,1,1,1,0,1,1,0,4651.164354
96412,1,1,1,1,1,1,1,0,1,1,0,4651.164354
96700,1,1,1,1,1,1,1,0,1,1,0,4651.164354
97936,1,1,1,1,1,1,1,0,1,1,0,4651.164354
99388,1,1,1,1,1,1,1,0,1,1,0,4651.164354
12731,1,1,1,1,0,0,1,1,1,1,1,4590.939935
50222,1,1,1,1,0,0,1,1,1,1,1,4590.939935
65519,1,1,1,1,0,0,1,1,1,1,1,4590.939935
99768,1,1,1,1,0,0,1,1,1,1,1,4590.939935
526,1,1,1,1,1,0,1,1,1,1,0,4588.920089
1493,1,1,1,1,1,0,1,1,1,1,0,4588.920089
2591,1,1,1,1,1,0,1,1,1,1,0,4588.920089
3335,1,1,1,1,1,0,1,1,1,1,0,4588.920089
4019,1,1,1,1,1,0,1,1,1,1,0,4588.920089
4552,1,1,1,1,1,0,1,1,1,1,0,4588.920089
5091,1,1,1,1,1,0,1,1,1,1,0,4588.920089
5575,1,1,1,1,1,0,1,1,1,1,0,4588.920089
5727,1,1,1,1,1,0,1,1,1,1,0,4588.920089
5872,1,1,1,1,1,0,1,1,1,1,0,4588.920089
7348,1,1,1,1,1,0,1,1,1,1,0,4588.920089
7895,1,1,1,1,1,0,1,1,1,1,0,4588.920089
11053,1,1,1,1,1,0,1,1,1,1,0,4588.920089
12181,1,1,1,1,1,0,1,1,1,1,0,4588.920089
13920,1,1,1,1,1,0,1,1,1,1,0,4588.920089
14740,1,1,1,1,1,0,1,1,1,1,0,4588.920089
15967,1,1,1,1,1,0,1,1,1,1,0,4588.920089
17125,1,1,1,1,1,0,1,1,1,1,0,4588.920089
17353,1,1,1,1,1,0,1,1,1,1,0,4588.920089
17690,1,1,1,1,1,0,1,1,1,1,0,4588.920089
17719,1,1,1,1,1,0,1,1,1,1,0,4588.920089
17876,1,1,1,1,1,0,1,1,1,1,0,4588.920089
17909,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18015,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18028,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18052,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18074,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18098,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18107,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18162,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18219,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18225,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18256,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18259,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18291,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18310,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18350,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18366,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18367,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18390,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18432,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18457,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18482,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18520,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18651,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18734,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18758,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18802,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18829,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18908,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18922,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18945,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18952,1,1,1,1,1,0,1,1,1,1,0,4588.920089
18965,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19005,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19026,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19060,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19118,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19133,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19134,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19205,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19217,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19230,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19231,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19235,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19269,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19284,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19294,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19351,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19401,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19404,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19433,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19438,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19439,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19457,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19503,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19589,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19712,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19750,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19820,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19821,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19823,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19824,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19860,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19865,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19886,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19933,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19970,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19983,1,1,1,1,1,0,1,1,1,0,1,4588.920089
19985,1,1,1,1,1,0,1,1,1,1,0,4588.920089
19994,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20054,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20077,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20082,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20124,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20125,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20141,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20143,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20173,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20188,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20201,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20227,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20249,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20296,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20298,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20335,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20355,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20360,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20381,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20386,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20392,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20400,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20424,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20435,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20475,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20479,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20564,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20570,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20587,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20588,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20616,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20630,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20662,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20680,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20688,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20753,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20755,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20783,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20834,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20846,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20852,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20860,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20912,1,1,1,1,1,0,1,1,1,1,0,4588.920089
20969,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21019,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21090,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21178,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21222,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21237,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21295,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21371,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21407,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21445,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21465,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21473,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21487,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21577,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21591,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21635,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21690,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21724,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21789,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21799,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21815,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21846,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21848,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21912,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21971,1,1,1,1,1,0,1,1,1,1,0,4588.920089
21977,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22025,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22065,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22067,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22075,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22095,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22112,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22144,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22153,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22185,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22254,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22270,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22272,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22334,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22417,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22422,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22448,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22515,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22526,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22546,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22552,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22633,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22635,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22722,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22763,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22776,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22887,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22933,1,1,1,1,1,0,1,1,1,1,0,4588.920089
22950,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23033,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23076,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23094,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23143,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23148,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23188,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23189,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23197,1,1,1,1,1,0,1,1,1,0,1,4588.920089
23241,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23317,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23359,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23392,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23451,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23627,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23688,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23713,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23830,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23855,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23924,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23943,1,1,1,1,1,0,1,1,1,1,0,4588.920089
23955,1,1,1,1,1,0,1,1,1,1,0,4588.920089
24030,1,1,1,1,1,0,1,1,1,1,0,4588.920089
