Borrower_id,CrntRgstn_st,DRP_hasBankrupt,DRP_hasBond,DRP_hasCivilJudc,DRP_hasCriminal,DRP_hasCustComp,DRP_hasInvstgn,DRP_hasJudgment,DRP_hasRegAction,DRP_hasTermination,Info_actvAGReg,Score
90449,1,1,1,1,1,0,1,1,1,1,1,5288.920089
90749,1,1,1,1,1,0,1,1,1,1,1,5288.920089
90892,1,1,1,1,1,0,1,1,1,1,1,5288.920089
90943,1,1,1,1,1,0,1,1,1,1,1,5288.920089
91082,1,1,1,1,1,0,1,1,1,1,1,5288.920089
91166,1,1,1,1,1,0,1,1,1,1,1,5288.920089
91287,1,1,1,1,1,0,1,1,1,1,1,5288.920089
92469,1,1,1,1,1,0,1,1,1,1,1,5288.920089
92699,1,1,1,1,1,0,1,1,1,1,1,5288.920089
93104,1,1,1,1,1,0,1,1,1,1,1,5288.920089
93111,1,1,1,1,1,0,1,1,1,1,1,5288.920089
93356,1,1,1,1,1,0,1,1,1,1,1,5288.920089
93992,1,1,1,1,1,0,1,1,1,1,1,5288.920089
94120,1,1,1,1,1,0,1,1,1,1,1,5288.920089
94158,1,1,1,1,1,0,1,1,1,1,1,5288.920089
94304,1,1,1,1,1,0,1,1,1,1,1,5288.920089
94343,1,1,1,1,1,0,1,1,1,1,1,5288.920089
94939,1,1,1,1,1,0,1,1,1,1,1,5288.920089
95851,1,1,1,1,1,0,1,1,1,1,1,5288.920089
96820,1,1,1,1,1,0,1,1,1,1,1,5288.920089
96932,1,1,1,1,1,0,1,1,1,1,1,5288.920089
97490,1,1,1,1,1,0,1,1,1,1,1,5288.920089
97690,1,1,1,1,1,0,1,1,1,1,1,5288.920089
97779,1,1,1,1,1,0,1,1,1,1,1,5288.920089
97871,1,1,1,1,1,0,1,1,1,1,1,5288.920089
98054,1,1,1,1,1,0,1,1,1,1,1,5288.920089
98294,1,1,1,1,1,0,1,1,1,1,1,5288.920089
98474,1,1,1,1,1,0,1,1,1,1,1,5288.920089
98504,1,1,1,1,1,0,1,1,1,1,1,5288.920089
98529,1,1,1,1,1,0,1,1,1,1,1,5288.920089
98762,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99139,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99206,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99212,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99421,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99524,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99592,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99854,1,1,1,1,1,0,1,1,1,1,1,5288.920089
99932,1,1,1,1,1,0,1,1,1,1,1,5288.920089
27269,0.5,0,1,1,1,1,1,1,1,1,1,5282.922834
36980,0.5,0,1,1,1,1,1,1,1,1,1,5282.922834
42517,0.5,0,1,1,1,1,1,1,1,1,1,5282.922834
63765,0.5,0,1,1,1,1,1,1,1,1,1,5282.922834
33794,0.5,1,1,1,1,1,1,1,0,1,1,5194.834362
33965,0.5,1,1,1,1,1,1,1,0,1,1,5194.834362
54570,0.5,1,1,1,1,1,1,1,0,1,1,5194.834362
82576,0.5,1,1,1,1,1,1,1,0,1,1,5194.834362
93472,0.5,1,1,1,1,1,1,1,0,1,1,5194.834362
97935,0.5,1,1,1,1,1,1,1,0,1,1,5194.834362
1668,1,1,1,1,0,1,1,1,1,1,1,5171.407446
7711,1,1,1,1,0,1,1,1,1,1,1,5171.407446
7938,1,1,1,1,0,1,1,1,1,1,1,5171.407446
8960,1,1,1,1,0,1,1,1,1,1,1,5171.407446
23998,1,1,1,1,0,1,1,1,1,1,1,5171.407446
26950,1,1,1,1,0,1,1,1,1,1,1,5171.407446
29147,1,1,1,1,0,1,1,1,1,1,1,5171.407446
30724,1,1,1,1,0,1,1,1,1,1,1,5171.407446
30962,1,1,1,1,0,1,1,1,1,1,1,5171.407446
32659,1,1,1,1,0,1,1,1,1,1,1,5171.407446
38120,1,1,1,1,0,1,1,1,1,1,1,5171.407446
40268,1,1,1,1,0,1,1,1,1,1,1,5171.407446
42814,1,1,1,1,0,1,1,1,1,1,1,5171.407446
42854,1,1,1,1,0,1,1,1,1,1,1,5171.407446
44431,1,1,1,1,0,1,1,1,1,1,1,5171.407446
52033,1,1,1,1,0,1,1,1,1,1,1,5171.407446
53171,1,1,1,1,0,1,1,1,1,1,1,5171.407446
56019,1,1,1,1,0,1,1,1,1,1,1,5171.407446
57475,1,1,1,1,0,1,1,1,1,1,1,5171.407446
57610,1,1,1,1,0,1,1,1,1,1,1,5171.407446
57944,1,1,1,1,0,1,1,1,1,1,1,5171.407446
66262,1,1,1,1,0,1,1,1,1,1,1,5171.407446
75682,1,1,1,1,0,1,1,1,1,1,1,5171.407446
76138,1,1,1,1,0,1,1,1,1,1,1,5171.407446
92625,1,1,1,1,0,1,1,1,1,1,1,5171.407446
93579,1,1,1,1,0,1,1,1,1,1,1,5171.407446
93710,1,1,1,1,0,1,1,1,1,1,1,5171.407446
96775,1,1,1,1,0,1,1,1,1,1,1,5171.407446
97445,1,1,1,1,0,1,1,1,1,1,1,5171.407446
119,1,1,1,1,1,1,1,1,1,0,1,5169.3876
5240,1,1,1,1,1,1,1,1,1,0,1,5169.3876
5630,1,1,1,1,1,1,1,1,1,0,1,5169.3876
6551,1,1,1,1,1,1,1,1,1,0,1,5169.3876
7394,1,1,1,1,1,1,1,1,1,0,1,5169.3876
11619,1,1,1,1,1,1,1,1,1,0,1,5169.3876
12184,1,1,1,1,1,1,1,1,1,0,1,5169.3876
16149,1,1,1,1,1,1,1,1,1,0,1,5169.3876
16440,1,1,1,1,1,1,1,1,1,0,1,5169.3876
18387,1,1,1,1,1,1,1,1,1,0,1,5169.3876
18807,1,1,1,1,1,1,1,1,1,0,1,5169.3876
24267,1,1,1,1,1,1,1,1,1,0,1,5169.3876
24372,1,1,1,1,1,1,1,1,1,0,1,5169.3876
29134,1,1,1,1,1,1,1,1,1,0,1,5169.3876
29135,1,1,1,1,1,1,1,1,1,0,1,5169.3876
30033,1,1,1,1,1,1,1,1,1,0,1,5169.3876
30472,1,1,1,1,1,1,1,1,1,0,1,5169.3876
31387,1,1,1,1,1,1,1,1,1,0,1,5169.3876
32918,1,1,1,1,1,1,1,1,1,0,1,5169.3876
37563,1,1,1,1,1,1,1,1,1,0,1,5169.3876
40229,1,1,1,1,1,1,1,1,1,0,1,5169.3876
41782,1,1,1,1,1,1,1,1,1,0,1,5169.3876
47796,1,1,1,1,1,1,1,1,1,0,1,5169.3876
52556,1,1,1,1,1,1,1,1,1,0,1,5169.3876
55258,1,1,1,1,1,1,1,1,1,0,1,5169.3876
55502,1,1,1,1,1,1,0,1,1,1,1,5169.3876
55593,1,1,1,1,1,1,1,1,1,0,1,5169.3876
57615,1,1,1,1,1,1,1,1,1,0,1,5169.3876
62590,1,1,1,1,1,1,1,1,1,0,1,5169.3876
64302,1,1,1,1,1,1,1,1,1,0,1,5169.3876
67529,1,1,1,1,1,1,1,1,1,0,1,5169.3876
71532,1,1,1,1,1,1,1,1,1,0,1,5169.3876
91834,1,1,1,1,1,1,1,1,1,0,1,5169.3876
92520,1,1,1,1,1,1,1,1,1,0,1,5169.3876
93306,1,1,1,1,1,1,1,1,1,0,1,5169.3876
24724,0.5,1,1,1,1,1,1,0,1,1,1,5168.626095
30130,0.5,1,1,1,1,1,1,0,1,1,1,5168.626095
17934,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
18527,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
18747,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
18862,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
19906,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
20117,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
20548,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
22167,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
24117,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
24895,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
27420,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
27839,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
29591,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
30591,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
31264,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
32394,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
33727,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
34330,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
34925,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
34940,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
35128,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
40556,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
48830,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
67714,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
70254,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
88949,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
92420,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
93965,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
95483,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
95655,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
95678,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
96939,0.5,1,1,1,1,0,1,1,1,1,1,5106.38183
30012,0.5,1,1,1,0,1,1,1,1,1,1,4988.869187
44157,0.5,1,1,1,0,1,1,1,1,1,1,4988.869187
72060,0.5,1,1,1,0,1,1,1,1,1,1,4988.869187
78354,0.5,1,1,1,0,1,1,1,1,1,1,4988.869187
44120,0.5,1,1,1,1,1,1,1,1,0,1,4986.849341
47202,0.5,1,1,1,1,1,1,1,1,0,1,4986.849341
69579,0.5,1,1,1,1,1,1,1,1,0,1,4986.849341
99781,0.5,1,1,1,1,1,1,1,1,0,1,4986.849341
18526,1,0,1,1,1,1,1,1,0,1,1,4973.446114
40781,1,0,1,1,1,1,1,1,0,1,1,4973.446114
31062,1,0,1,1,1,1,1,0,1,1,1,4947.237847
36129,1,0,1,1,1,1,1,0,1,1,1,4947.237847
69527,1,0,1,1,1,1,1,0,1,1,1,4947.237847
92504,1,1,1,0,1,0,1,1,1,1,1,4943.911872
29821,1,0,1,1,1,0,1,1,1,1,1,4884.993582
40594,1,0,1,1,1,0,1,1,1,1,1,4884.993582
45917,1,0,1,1,1,0,1,1,1,1,1,4884.993582
70436,1,0,1,1,1,0,1,1,1,1,1,4884.993582
70611,1,0,1,1,1,0,1,1,1,1,1,4884.993582
25739,1,1,1,1,1,1,1,0,0,1,1,4859.149375
33069,0.5,1,1,0,1,1,1,1,0,1,1,4849.826145
29470,1,1,1,0,1,1,1,1,1,1,0,4824.379383
32348,1,1,1,0,1,1,1,1,1,1,0,4824.379383
50649,1,1,1,0,1,1,1,1,1,1,0,4824.379383
41115,1,1,0,1,1,1,1,1,1,1,0,4802.697134
18108,1,1,1,1,1,0,1,1,0,1,1,4796.90511
18712,1,1,1,1,1,0,1,1,0,1,1,4796.90511
22924,1,1,1,1,1,0,1,1,0,1,1,4796.90511
24188,1,1,1,1,1,0,1,1,0,1,1,4796.90511
26622,1,1,1,1,1,0,1,1,0,1,1,4796.90511
27540,1,1,1,1,1,0,1,1,0,1,1,4796.90511
28015,1,1,1,1,1,0,1,1,0,1,1,4796.90511
28629,1,1,1,1,1,0,1,1,0,1,1,4796.90511
31303,1,1,1,1,1,0,1,1,0,1,1,4796.90511
64972,1,1,1,1,1,0,1,1,0,1,1,4796.90511
88553,1,1,1,1,1,0,1,1,0,1,1,4796.90511
93812,1,1,1,1,1,0,1,1,0,1,1,4796.90511
96362,1,1,1,1,1,0,1,1,0,1,1,4796.90511
97766,1,1,1,1,1,0,1,1,0,1,1,4796.90511
22476,1,1,1,1,1,0,1,0,1,1,1,4770.696843
34488,1,1,1,1,1,0,1,0,1,1,1,4770.696843
98451,1,1,1,1,1,0,1,0,1,1,1,4770.696843
205,1,0,1,1,0,1,1,1,1,1,1,4767.480939
35228,1,0,1,1,0,1,1,1,1,1,1,4767.480939
78313,1,0,1,1,0,1,1,1,1,1,1,4767.480939
98107,1,0,1,1,0,1,1,1,1,1,1,4767.480939
339,1,0,1,1,1,1,1,1,1,1,0,4765.461093
372,1,0,1,1,1,1,1,1,1,1,0,4765.461093
