,Borrower_id,CrntRgstn_st,DRP_hasBankrupt,DRP_hasBond,DRP_hasCivilJudc,DRP_hasCriminal,DRP_hasCustComp,DRP_hasInvstgn,DRP_hasJudgment,DRP_hasRegAction,DRP_hasTermination,Info_actvAGReg,Score,reliable
1767,97656,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1768,97678,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1769,97727,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1770,97857,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1771,98029,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1772,98080,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1773,98082,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1774,98083,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1775,98160,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1776,98234,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1777,98333,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1778,98348,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1779,98413,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1780,98449,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1781,98565,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1782,98666,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1783,98689,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1784,98751,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1785,98784,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1786,98862,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1787,98948,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1788,99023,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1789,99092,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1790,99119,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1791,99203,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1792,99246,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1793,99322,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1794,99397,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1795,99404,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1796,99585,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1797,99628,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1798,99676,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1799,99761,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1800,99818,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1801,99833,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1802,99870,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1803,99917,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1804,99923,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1805,99994,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4588.920089,yes
1806,26065,0.5,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,1,4584.94268,yes
1807,67984,0.5,0.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,1,4584.94268,yes
1808,2737,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1809,2874,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1810,8386,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1811,9741,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1812,13929,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1813,14236,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1814,15721,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1815,16558,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1816,20263,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1817,21104,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1818,24211,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1819,40954,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1820,41364,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1821,43841,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1822,44625,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1823,51580,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1824,56454,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1825,59631,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1826,61208,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1827,61348,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1828,66995,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1829,67810,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1830,68509,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1831,78199,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1832,78925,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1833,80190,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1834,89049,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1835,96157,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1836,98171,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1837,99948,0.5,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0,4582.922834,yes
1838,25371,0.5,1.0,1.0,1.0,0.0,1.0,1,1.0,0.0,1,1,4496.854207,no
1839,16489,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1840,17834,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0,1,4494.834362,no
1841,18518,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1842,23277,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1843,23706,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1844,23890,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1845,25935,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1846,27981,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1847,29564,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1848,37173,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1849,53808,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1850,91958,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1851,92050,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1852,93960,0.5,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1,0,4494.834362,no
1853,1024,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1854,1294,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1855,2065,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1856,3713,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1857,5793,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1858,6985,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1859,9060,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1860,9385,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1861,11142,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1862,11886,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1863,11929,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1864,13654,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1865,14274,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1866,15235,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1867,17918,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1868,18483,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1869,18485,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1870,18575,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1871,18715,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1872,19531,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1873,22373,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1874,22447,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1875,23632,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1876,24010,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1877,25161,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1878,25396,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1879,26963,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1880,27176,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1881,28347,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1882,29743,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1883,30661,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1884,30797,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1885,31189,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1886,31716,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1887,34068,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1888,34337,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1889,35131,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1890,37536,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1891,38803,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1892,39017,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1893,39181,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1894,42278,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1895,42761,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1896,42842,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1897,43550,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1898,44808,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1899,45278,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1900,46349,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1901,48297,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1902,48735,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1903,48904,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1904,49544,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1905,51648,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1906,51881,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1907,53839,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1908,54417,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1909,55516,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1910,55596,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1911,55883,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1912,56811,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1913,57307,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1914,57591,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1915,58167,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1916,58369,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1917,60609,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1918,62002,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1919,66213,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1920,66439,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1921,66923,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1922,67673,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1923,67831,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1924,68471,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1925,68679,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1926,68910,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1927,72054,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1928,74552,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1929,75777,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1930,77815,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1931,83099,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1932,87440,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1933,89095,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,0,1,4471.407446,no
1934,91454,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1935,94667,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1936,95014,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1937,95740,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1938,95994,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1939,96266,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1940,96392,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1941,99736,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1,0,4471.407446,no
1942,59780,0.5,1.0,1.0,1.0,0.0,1.0,1,0.0,1.0,1,1,4470.645939999999,no
1943,1902,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1944,9130,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1945,14869,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1946,17969,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1947,18055,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1948,20099,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1949,20469,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1950,21069,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1951,21638,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1952,22395,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1953,23006,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1954,23216,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1955,23620,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1956,24003,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1957,24210,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1958,24410,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1959,24558,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1960,25290,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1961,25550,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1962,26136,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1963,26667,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1964,26879,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1965,27015,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1,0,4469.3876,no
1966,27246,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1967,29177,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1968,29308,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1969,29925,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1970,30129,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1971,30415,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1972,30530,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1973,30547,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1974,31206,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1975,31790,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1976,34110,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1977,34943,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1978,35822,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1979,36301,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1980,38675,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1981,40794,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1982,41451,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1983,46177,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1984,48865,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1985,53024,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1986,53200,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1987,57503,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1988,59751,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1989,59830,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1990,59933,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1991,63726,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1992,63788,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1993,66076,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1994,66605,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1995,67770,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1996,68049,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1997,71526,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
1998,77217,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1,0,4469.3876,no
1999,89278,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2000,89555,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2001,90925,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2002,91330,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2003,92211,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2004,93885,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2005,94049,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2006,94126,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2007,94227,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2008,94610,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2009,95761,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2010,97479,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2011,98191,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2012,99727,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2013,99774,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0,4469.3876,no
2014,17830,0.5,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,0,4468.6260950000005,no
2015,22750,0.5,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,0,4468.6260950000005,no
2016,26446,0.5,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,0,4468.6260950000005,no
2017,31728,0.5,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,0,4468.6260950000005,no
2018,56916,0.5,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,0,4468.6260950000005,no
2019,60153,0.5,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,0,4468.6260950000005,no
2020,68831,0.5,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,0,4468.6260950000005,no
2021,51005,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1,1,4455.222867,no
2022,17707,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2023,18012,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2024,18271,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2025,18301,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2026,18491,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2027,18789,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2028,18956,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2029,18963,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
2030,19049,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1,0,4406.381829999999,no
